UNITID,SAT_AVG,C100_4,PCIP52,PCIP24,PCIP50,PCIP11,PCIP47,PCIP39,PCIP43,PCIP15,PCIP13,PCIP09,PCIP51,PCIP12,FAMINC,WDRAW_ORIG_YR4_RT
448646,NULL,NULL,0.022,0,0,0,0,0,0,0,0,0,0.978,0,16369.25763,0.267111853
448664,NULL,NULL,0,0,0,0,0.1624,0,0,0,0,0,0.1752,0.0214,15230.47516,0.343963554
448673,NULL,NULL,0.2902,0,0.0072,0.0288,0,0,0.0432,0,0.0875,0,0.5192,0,35114.36587,0.374099299
448691,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
448707,NULL,NULL,0.1327,0,0,0,0.051,0,0,0,0,0,0.4898,0.1429,4864.103396,PrivacySuppressed
448716,NULL,NULL,0.0642,0,0,0,0.0459,0,0,0,0,0,0.4037,0.3853,4864.103396,PrivacySuppressed
448734,NULL,0,0.2609,0,0,0,0,0,0.3043,0,0,0,0,0,23760.88982,0.399986498
448752,NULL,0.1566,0.3077,0,0,0.0385,0,0,0,0,0,0,0.6538,0,25624.24531,0.385964912
448761,NULL,0.2692,0.1389,0,0,0.1389,0,0,0,0,0,0,0.7222,0,25624.24531,0.385964912
448770,NULL,NULL,0,0,0,0,1,0,0,0,0,0,0,0,43093.4844,0.308823529
448798,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,24851.56135,0.150980392
448804,NULL,NULL,0.3778,0.2222,0,0,0,0,0,0,0.1,0,0.3,0,36524.75258,0.317880795
448822,NULL,0,0.75,0,0,0,0,0,0,0,0,0,0.25,0,23958.61964,0.458016726
448840,1099,0.2295,0.3198,0.0709,0.0169,0,0,0,0,0,0.0912,0.0417,0.0259,0,49907.17857,0.154810173
448859,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,37815.73286,0.151219512
448886,1080,0.4736,0.0682,0.0004,0,0,0,0,0.1705,0,0.0004,0.1357,0.1735,0,57655.91172,0.175961276
448895,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.3077,0.6923,18238.91455,0.269662921
448974,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,21068.08715,0.257056452
448983,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,13233.03605,0.290040769
449010,NULL,0.425,0.0529,0,0.2804,0.0265,0,0,0,0,0,0,0,0.5556,32968.24335,0.46122633
449038,NULL,0.2222,0.7,0,0,0.0944,0,0,0.2,0,0,0,0,0,24042.42861,0.494877917
449074,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,31359.19222,0.138573053
449083,NULL,NULL,0.0621,0,0,0.131,0.2517,0,0,0.5138,0.0414,0,0,0,13632.04355,0.141602635
449092,NULL,NULL,0,0,0,0.0251,0.3096,0,0,0.5816,0.0837,0,0,0,13632.04355,0.141602635
449117,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.7317,0.2683,17071.19083,0.312825222
449126,NULL,NULL,0.0581,0,0,0,0,0,0,0,0,0,0.7326,0.2093,18905.07608,0.32631579
449135,NULL,NULL,0,0,0,0,0,0,0,0.2667,0,0,0.28,0.24,7340.8493,0.118455689
449144,NULL,NULL,0,0,0,0,0.3647,0,0,0,0,0,0.5412,0,7340.8493,0.118455689
449153,NULL,NULL,0,0,0,0,0,0,0,0.2024,0,0,0.2976,0.1905,7340.8493,0.118455689
449162,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
449171,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
449180,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
449199,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
449205,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
449214,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
449223,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
449232,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
449241,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
449250,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,25888.95059,0.196601942
449269,NULL,NULL,0.0291,0,0,0.045,0,0,0,0,0,0,0.7037,0,17051.7337,0.23704698
449302,NULL,NULL,0.0714,0,0,0,0,0,0.2143,0,0,0,0.7143,0,20138.05371,0.390639924
449311,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,26371.69161,0.183139535
449320,NULL,NULL,0,0,0,0,1,0,0,0,0,0,0,0,36858.95358,0.203673938
449339,NULL,0.198,0.2088,0.1548,0,0.092,0,0,0.1826,0.0068,0.0008,0.0049,0.0354,0,23806.73548,0.419105946
449348,NULL,0,0,0,0,0,0,1,0,0,0,0,0,0,15501.32394,PrivacySuppressed
449357,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,19537.92233,0.177570094
449366,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,56424.62214,PrivacySuppressed
449384,NULL,NULL,0,0,0.5854,0,0,0,0,0,0,0,0,0,39803.86508,PrivacySuppressed
449393,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,21018.13295,PrivacySuppressed
449445,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,18632.85876,PrivacySuppressed
449454,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,28050.79167,PrivacySuppressed
449463,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,29731.4,PrivacySuppressed
449472,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,34547.24211,PrivacySuppressed
449481,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
449490,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.4521,0.5479,17114.57855,PrivacySuppressed
449506,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,20993.72691,0.166064982
449524,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,34403.70313,0.096385542
449533,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,20865.97807,0.129032258
449597,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,19691.64063,PrivacySuppressed
449603,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,22502.4593,0.126213592
449612,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,38607.23121,0.157407407
449658,NULL,0,0,0,0,0,0,1,0,0,0,0,0,0,28007.38462,PrivacySuppressed
449667,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,37496.17112,PrivacySuppressed
449676,NULL,NULL,0,0,0,0.2874,0,0,0,0,0,0,0.7126,0,18089.41936,0.136986301
449685,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,11283.70833,0.102702703
449700,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,28910.11226,0.153284672
449719,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,27071.64,0.127819549
449728,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,42108.09524,PrivacySuppressed
449764,970,0.2778,0,0,0.8235,0,0,0,0,0,0,0.1765,0,0,48131.11864,0.458333333
449773,NULL,NULL,0.0791,0,0,0.3885,0,0,0,0,0,0,0.5324,0,20551.59155,0.169398907
449782,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,19477.58025,PrivacySuppressed
449807,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.2561,0.7439,29790.25641,0.170731707
449816,NULL,NULL,0.0238,0,0,0.0119,0.0893,0,0,0,0,0,0.6964,0,16908.7549,0.184466019
449834,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL
449852,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,25299.65625,PrivacySuppressed
449861,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,29614.54783,0.207317073
449870,NULL,0,0.8,0.1,0,0,0,0,0,0,0,0,0,0,30087.62791,PrivacySuppressed
449889,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
449898,NULL,0.0909,0.0053,0,0,0.0106,0,0,0.0106,0,0,0,0.9524,0,28215.63926,0.483023402
449904,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.1327,0.8673,19764.35227,0.342075257
449922,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
449931,NULL,1,0.912,0,0,0,0,0,0.0278,0,0,0.0046,0,0,54819.6541,0.188848921
449959,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,38029.39882,0.02535497
449968,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,38029.39882,0.02535497
449977,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,38029.39882,0.02535497
449986,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,36749.03672,0.141304348
449995,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,42711.02392,0.158415842
450003,NULL,NULL,0,0,0,0,0.1714,0,0,0,0,0,0.6857,0.1429,18905.07608,0.32631579
450021,NULL,NULL,0,0,0,0,0.0548,0,0,0,0,0,0.7877,0.1575,15136.52526,0.155459147
450049,NULL,0.119,0.0118,0,0.6353,0.0353,0,0,0,0,0,0,0,0.3176,22351.90148,0.408890765
450058,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,20146.07339,0.230530802
450067,NULL,NULL,0,0,0,0,0,0,0,0.2768,0,0,0.7232,0,20146.07339,0.230530802
450076,NULL,NULL,0,0,0,0.039,0,0,0,0,0,0,0.8442,0.1169,17876.11482,0.220767072
450085,NULL,0.2368,0.0863,0,0.446,0.0863,0,0,0,0,0,0,0,0.3813,32968.24335,0.46122633
450094,NULL,0.1806,0.0297,0,0.5446,0.0644,0,0,0,0,0,0,0,0.3614,23760.88982,0.399986498
450119,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,15136.52526,0.155459147
450128,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.6598,0.3402,15136.52526,0.155459147
450173,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,14066.94654,0.326150475
450182,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,12703.6152,0.269961977
450191,NULL,NULL,0.0914,0,0,0.0711,0,0,0,0,0,0,0.5838,0.2538,18216.67392,0.412430633
450207,NULL,0,0,0,0,0.5362,0,0,0,0.1594,0,0,0.3043,0,24683.68938,0.408208589
450216,NULL,NULL,0.1449,0,0.0145,0.256,0,0,0.1208,0.4348,0,0,0,0,24683.68938,0.408208589
450225,NULL,NULL,0,0,0.1268,0.5634,0,0,0.0423,0.2676,0,0,0,0,24683.68938,0.408208589
450234,NULL,NULL,0.0133,0,0,0.2,0,0,0,0.2267,0,0,0.5467,0,24683.68938,0.408208589
450243,NULL,0.0833,0.0368,0,0,0.5147,0,0,0.0368,0.3824,0,0,0,0,24683.68938,0.408208589
450252,NULL,NULL,0.0154,0,0,0.2821,0,0,0.1795,0.4,0,0,0.1231,0,24683.68938,0.408208589
450261,NULL,NULL,0.0339,0,0,0.4407,0,0,0.0508,0.4746,0,0,0,0,24683.68938,0.408208589
450270,NULL,NULL,0.0263,0,0,0.1579,0,0,0.0658,0.2368,0,0,0.5132,0,24683.68938,0.408208589
450289,NULL,NULL,0.1015,0,0,0,0,0,0.0102,0,0,0,0.4924,0.3959,18216.67392,0.412430633
450298,NULL,0,0.5758,0,0,0.2121,0,0,0.2121,0,0,0,0,0,24042.42861,0.494877917
450304,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114127.1356,0.051537822
450377,NULL,0,0.7838,0,0,0.1351,0,0,0.0811,0,0,0,0,0,24042.42861,0.494877917
450395,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,37528.7618,0.110047847
450401,NULL,NULL,0,0,0.1198,0,0,0,0,0,0,0,0,0.8802,23231.08774,0.192473118
450429,NULL,1,0.122,0,0,0.0488,0,0,0.0732,0,0,0,0.6585,0,32218.41491,0.425605536
450447,NULL,0.2162,0.0213,0,0.8723,0.0213,0,0,0,0.0851,0,0,0,0,24351.92337,0.377647059
450456,NULL,0,0.4773,0,0,0,0,0,0.0682,0,0,0,0.3182,0,23958.61964,0.458016726
450465,NULL,NULL,0.0245,0,0.2378,0.035,0,0,0,0,0,0.0175,0.6853,0,24351.92337,0.377647059
450483,NULL,0,0.3913,0,0,0.1304,0,0,0.3913,0,0,0,0.087,0,23958.61964,0.458016726
450526,NULL,0,0.2712,0.0678,0,0,0,0,0.2203,0,0,0,0,0,23760.88982,0.399986498
450535,NULL,0,0.25,0,0,0,0,0,0.0833,0,0,0,0,0,23760.88982,0.399986498
450544,NULL,0,0.3617,0.0213,0,0,0,0,0.1489,0,0,0,0,0,23760.88982,0.399986498
450571,NULL,NULL,0.3101,0,0.0062,0.0341,0,0,0.0357,0,0.045,0,0.476,0,35114.36587,0.374099299
450580,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23650.46007,0.105032823
450599,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23650.46007,0.105032823
450605,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,19853.70893,0.152416357
450614,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,21775.84703,0.177734375
450632,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.8182,0,32279.5461,0.123595506
450641,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,39073.84122,0.248322148
450650,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.0904,0.9096,42983.5305,0.083870968
450669,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.4217,0,20470.80023,0.159973667
450678,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,20470.80023,0.159973667
450696,NULL,NULL,0,0,0,0,0,0,0.0525,0,0,0,0.9475,0,27972.45547,0.16917923
450702,NULL,NULL,0.0063,0,0,0,0,0,0.0379,0,0,0,0.9558,0,27972.45547,0.16917923
450711,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,14119.10784,0.217054264
450720,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,24323.58143,0.201842787
450739,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,24323.58143,0.201842787
450757,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,30671.0524,0.207100592
450766,NULL,NULL,0,0,0,0,0,0,0,0,0.5385,0.4615,0,0,48930.68656,0.198836082
450784,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
450793,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
450809,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
450818,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
450827,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
450836,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
450854,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
450863,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
450872,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
450881,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
450933,NULL,0.2504,0.3242,0.0425,0,0.0291,0,0,0.3003,0.2232,0,0,0.0491,0,42635.80277,0.30955414
450942,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
450951,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,41529.83889,PrivacySuppressed
450960,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,15205.88525,0.1375
450979,NULL,0.3333,0.5431,0,0,0.1493,0,0,0,0,0,0,0.3076,0,30015.33137,0.354294479
450988,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.5,0.5,10032.43655,PrivacySuppressed
451006,NULL,NULL,0.0222,0,0.0889,0,0.0111,0,0,0,0,0,0.8778,0,23157.78,0.136645963
451033,NULL,NULL,0,0,0,0,0,0,0,0,1,0,0,0,PrivacySuppressed,PrivacySuppressed
451042,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,32458.2439,PrivacySuppressed
451051,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.4902,0.5098,33520.07273,PrivacySuppressed
451060,NULL,0.1935,0,0,0.549,0,0,0,0,0,0,0.0392,0,0,32622.62069,0.411764706
451079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
451097,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.0729,0.9271,17098.47143,0.203947368
451103,NULL,NULL,0,0,0,0,0,0,0,0,0.4772,0,0.5228,0,17368.65654,0.11965812
451121,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,34270.64286,0.124031008
451130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
451149,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.1907,0.8093,30477.38211,0.152671756
451158,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.1886,0.8114,36647.72266,0.126666667
451167,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,13382.47222,PrivacySuppressed
451194,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,50180.91228,PrivacySuppressed
451219,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,NULL,PrivacySuppressed
451228,NULL,NULL,0,0,0,1,0,0,0,0,0,0,0,0,32029.81704,0.47826087
451237,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,40413.40252,PrivacySuppressed
451255,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,29163.9939,PrivacySuppressed
451264,NULL,NULL,0.4505,0,0,0.1868,0,0,0,0,0,0,0.3626,0,17300.77419,PrivacySuppressed
451282,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,16497.72464,0.298387097
451291,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,33028.36957,PrivacySuppressed
451307,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,28780.96471,PrivacySuppressed
451334,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,27598,0.133333333
451343,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,14758.63584,0.148148148
451352,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,19192.51307,0.110817942
451361,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,33525.03571,PrivacySuppressed
451370,NULL,NULL,0,0,0,0,0,1,0,0,0,0,0,0,26121.77778,PrivacySuppressed
451398,NULL,0,0,0,0,0,0,1,0,0,0,0,0,0,35934.86957,0.423076923
451404,NULL,0,0,0,0,0,0,1,0,0,0,0,0,0,18622.98039,0.193181818
451413,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,28912.31418,0.120481928
451459,NULL,NULL,0.0793,0,0,0.0671,0,0,0,0.1159,0,0,0.5122,0,25955.79565,PrivacySuppressed
451468,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,59754.43038,PrivacySuppressed
451477,NULL,NULL,0,0,0,1,0,0,0,0,0,0,0,0,33288.6472,0.390625
451495,NULL,NULL,0.3529,0,0,0,0,0,0,0,0,0,0.6471,0,16423.19298,PrivacySuppressed
451501,NULL,NULL,0,0,0,0,0.0595,0,0,0,0,0,0.1135,0.827,4700.16195,0.104761905
451510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
451529,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,21950.08537,0.288135593
451538,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,10804.03774,0.155555556
451547,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23839.02381,0.261904762
451556,NULL,NULL,0.0985,0,0,0,0.1545,0,0,0,0,0,0.747,0,20100.10979,0.205970149
451565,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,38503.87234,0.280821918
451574,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,58460.75556,0.23178808
451583,NULL,NULL,0.0083,0,0,0.1032,0.3728,0,0,0.0633,0,0,0.2889,0,20936.85841,PrivacySuppressed
451617,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,18908.94444,PrivacySuppressed
451626,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.2041,0.7959,19306.5,PrivacySuppressed
451635,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,30534.90323,PrivacySuppressed
451644,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,20382.2,PrivacySuppressed
451653,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,30953.6988,PrivacySuppressed
451662,NULL,0.0227,0.0809,0,0.7581,0.1265,0,0,0,0,0,0.0088,0,0.0162,21704.93274,0.55698422
451671,1120,NULL,0.4034,0.042,0,0.0735,0,0,0,0,0.0588,0,0.1134,0,49907.17857,0.154810173
451699,NULL,0,0.1564,0,0,0,0,0,0.0764,0,0,0,0.7273,0,22351.90148,0.408890765
451705,NULL,0.2857,0.3333,0,0.0833,0,0,0,0,0,0,0,0.5833,0,25624.24531,0.385964912
451714,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,37978.81217,0.172231986
451741,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,8560.651782,0.101467773
451750,NULL,0,0.0773,0,0,0,0,0,0.0429,0,0,0,0.8369,0,19984.56701,0.429780564
451769,NULL,0,0.3486,0,0,0.0917,0,0,0.0092,0,0,0,0.4954,0,41604.56604,0.387562465
451796,NULL,0.2619,0.1488,0,0.4651,0.0465,0,0,0,0,0,0,0,0.3302,31763.16403,0.424840764
451820,NULL,0.2212,0.0728,0,0.5172,0.0613,0,0,0,0.0115,0,0,0,0.1341,35706.74761,0.467781261
451848,NULL,0.2222,0.0488,0,0.561,0.0976,0,0,0,0,0,0,0,0.2927,23760.88982,0.399986498
451857,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.8222,0.1778,18774.58382,0.148471616
451866,NULL,NULL,0.0652,0,0,0,0,0,0.1667,0.1449,0,0,0.6232,0,18774.58382,0.148471616
451875,NULL,NULL,0.4,0,0,0.08,0,0,0.08,0,0,0,0.4,0.04,21266.48313,0.509722797
451884,NULL,0,0.4722,0,0,0.0833,0,0,0.1667,0,0,0,0.2778,0,21266.48313,0.509722797
451909,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,19492.71517,0.264980759
451918,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,18116.14439,0.111888112
451945,NULL,0,0.0787,0,0,0.2022,0,0,0.1348,0.2809,0,0,0.3034,0,24683.68938,0.408208589
451954,NULL,NULL,0.0377,0,0,0.434,0,0,0.0566,0.4717,0,0,0,0,24683.68938,0.408208589
451963,NULL,NULL,0.2,0,0,0.3667,0,0,0.0333,0.25,0,0,0,0,24683.68938,0.408208589
451972,NULL,0,0.1525,0,0,0.3051,0,0,0.0169,0.322,0,0,0.2034,0,24683.68938,0.408208589
451981,NULL,0,0,0,0,0.5946,0,0,0,0.3784,0,0,0,0,24683.68938,0.408208589
451990,NULL,0.0606,0,0,0.0096,0.2212,0,0,0.2212,0.2115,0,0,0.3365,0,24683.68938,0.408208589
452009,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,55695.96875,PrivacySuppressed
452018,NULL,0.1228,0.0933,0,0.44,0.0267,0,0,0,0,0,0,0,0.4267,22351.90148,0.408890765
452027,NULL,0.1935,0.2246,0,0.442,0.0217,0,0,0,0,0,0,0,0.3116,28215.63926,0.483023402
452036,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,31231.73188,0.277661795
452045,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,31231.73188,0.277661795
452054,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,25822.67163,0.310508475
452063,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,31231.73188,0.277661795
452072,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,25177.97836,0.110054348
452081,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,26630.60148,0.139298893
452090,NULL,0,0.2,0.08,0,0,0,0,0.16,0,0,0,0,0,23760.88982,0.399986498
452106,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,12524.28905,PrivacySuppressed
452115,NULL,NULL,0.0736,0,0,0.097,0,0,0,0,0,0,0.5953,0.2341,18216.67392,0.412430633
452124,NULL,NULL,0,0,0,0,0.1938,0,0,0,0,0,0.8063,0,20328.02449,0.240594059
452373,NULL,NULL,0.0317,0,0,0.0136,0,0,0.0588,0,0,0,0.8054,0,22405.43264,0.504845815
452887,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,32347.81482,NULL
452948,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,42952.68344,0.153478492
453109,NULL,NULL,0,0,0,0,0.25,0,0,0.1442,0,0,0.6058,0,18896.98304,0.35451505
453163,NULL,0.1429,0.7584,0,0,0.1275,0,0,0.1141,0,0,0,0,0,24042.42861,0.494877917
453215,NULL,0,0.7973,0,0,0.1081,0,0,0.0946,0,0,0,0,0,24042.42861,0.494877917
453455,NULL,NULL,0.2,0,0,0.0222,0,0,0,0,0,0,0.6889,0,16746.09075,0.418902439
453464,NULL,NULL,0.2045,0,0,0.0682,0,0,0,0,0,0,0.7273,0,16746.09075,0.418902439
453473,NULL,NULL,0.3333,0,0,0.0417,0,0,0,0,0,0,0.625,0,16746.09075,0.418902439
453552,NULL,NULL,0.1049,0,0,0,0,0,0,0,0,0,0.8951,0,13233.03605,0.290040769
453570,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,24851.56135,0.150980392
453747,NULL,NULL,0.0841,0,0,0,0,0,0,0.028,0,0,0.8879,0,20530.15128,0.289665211
453756,NULL,NULL,0,0,0,0,0,0,0,0,0,1,0,0,23020.89182,0.134803922
453792,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,24228.94512,NULL
453817,NULL,NULL,0,0,0,0,1,0,0,0,0,0,0,0,44629.48143,0.20361991
454078,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,7280.583333,PrivacySuppressed
454184,1181,0.4078,0.1636,0.8364,0,0,0,0,0,0,0,0,0,0,80045.01544,0.166666667
454227,NULL,0.8889,0,0,0,0,0,0,0,0,0,0,1,0,57833.30374,0.350113221
454236,NULL,0.3846,0,0,0,0,0,0,0,0,0,0,1,0,57833.30374,0.350113221
454245,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,57833.30374,0.350113221
454306,NULL,NULL,0.0364,0,0,0.0909,0,0,0,0,0,0,0.8727,0,16194.34425,0.239324727
454315,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
454324,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
454333,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23087.75391,0.254963899
