UNITID,SAT_AVG,C100_4,PCIP52,PCIP24,PCIP50,PCIP11,PCIP47,PCIP39,PCIP43,PCIP15,PCIP13,PCIP09,PCIP51,PCIP12,FAMINC,WDRAW_ORIG_YR4_RT
100654,850,0.1104,0.1479,0.0423,0.0258,0.0634,0,0,0.0282,0.0587,0.1268,0,0,0,31074.93069,0.27598896
100663,1147,0.3173,0.1837,0.0179,0.0376,0.0133,0,0,0.0366,0,0.0815,0.0426,0.2231,0,51840.57363,0.216385731
100690,NULL,0,0.3962,0.0566,0,0,0,0.1698,0.1321,0,0,0,0,0,20018.73022,0.392156863
100706,1221,0.1848,0.2072,0,0.0288,0.0315,0,0,0,0,0.0216,0.0216,0.1892,0,57364.79385,0.20777027
100724,844,0.1224,0.0983,0,0.0473,0.0567,0,0,0.1342,0,0.1531,0.0945,0.0926,0,31620.6972,0.312146004
100751,1181,0.4135,0.2886,0,0.0295,0.0067,0,0,0.0286,0,0.0696,0.107,0.1065,0,92318.49277,0.156401232
100760,NULL,NULL,0.1541,0.3742,0,0.0189,0.022,0,0,0.044,0,0,0.2453,0.022,28714.35481,0.437106918
100812,NULL,NULL,0.4205,0.0551,0.0263,0.0501,0,0,0.0263,0,0.2303,0,0.01,0,39722.91921,0.255555556
100830,990,0.0673,0.2471,0.037,0.0286,0,0,0,0.0471,0,0.079,0.0588,0.2555,0,40027.18924,0.242801556
100858,1218,0.4431,0.1989,0,0.0367,0.0066,0,0,0,0,0.0939,0.0533,0.0575,0,92116.00053,0.093121693
100937,1167,0.5307,0.2207,0,0.0991,0,0,0,0,0,0.0495,0.009,0,0,89352.37902,0.109947644
101028,NULL,NULL,0.1504,0.3982,0.0044,0.0575,0,0,0.0796,0.0354,0,0,0.2743,0,26607.89466,0.236459709
101073,NULL,0.0179,0.3725,0.451,0,0,0,0,0,0,0.1765,0,0,0,19667.21484,0.347258486
101116,NULL,0,0.0826,0,0,0.1009,0,0,0.055,0,0,0,0.6881,0,28215.63926,0.483023402
101143,NULL,NULL,0.166,0.3927,0,0.0243,0.3684,0,0,0,0,0,0.0202,0,28786.07864,0.415778252
101161,NULL,NULL,0.1184,0.4641,0.0233,0.033,0.0214,0,0,0.0019,0,0,0.2951,0,34523.04957,0.348920863
101189,985,0.0938,0.5768,0.03,0.0225,0.0112,0,0.0094,0.1592,0,0.0412,0,0.0412,0,36357.89288,0.31959707
101240,NULL,NULL,0.0683,0.1457,0,0.0176,0.2518,0,0,0.1783,0,0,0.1789,0.0273,18273.66034,0.299875052
101277,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,26344.59259,PrivacySuppressed
101286,NULL,NULL,0.0253,0.232,0,0.0142,0.0284,0,0.0314,0.079,0,0,0.381,0.0385,18399.32734,0.25376733
101295,NULL,NULL,0.0318,0.2247,0.0073,0.0127,0.0473,0,0.0237,0.0437,0,0,0.4559,0.0264,35509.89616,0.382061736
101301,NULL,NULL,0.0554,0.335,0,0.0151,0.0252,0,0,0.0126,0,0,0.1814,0.063,14232.66826,0.223030303
101365,NULL,0,0.0562,0,0,0.0169,0,0,0.0169,0.0506,0,0,0.8596,0,24998.08697,0.33603708
101435,992,0.2447,0.4848,0,0.0303,0,0,0.0087,0,0,0.1039,0.039,0.0216,0,53829.39466,0.243654822
101453,848,0,0,0,0,0,0,1,0,0,0,0,0,0,28202.83333,0.476190476
101462,NULL,NULL,0.1746,0.0238,0,0.0476,0.0317,0,0,0.1349,0,0,0.2857,0.1587,15795.82164,0.365684575
101471,NULL,NULL,0.0705,0,0,0,0.3307,0,0,0.0294,0,0,0,0.1879,NULL,NULL
101480,1062,0.1123,0.1295,0.0565,0.0444,0.0226,0,0,0.0602,0.0264,0.0663,0.0354,0.2877,0,47583.77501,0.243256034
101499,NULL,NULL,0.0242,0.3185,0,0,0.1008,0,0,0.0565,0,0,0.25,0.0565,19793.05473,0.296836983
101505,NULL,NULL,0.2165,0.2477,0,0.0534,0,0,0.0488,0.0709,0,0,0.2713,0.0633,35298.14379,0.343501326
101514,NULL,NULL,0.0293,0.4032,0.0146,0.0427,0,0,0,0.1223,0,0,0.3223,0.0045,35034.30742,0.374894693
101541,1031,0.3971,0.0615,0,0.1077,0,0,0,0.0308,0,0.0615,0,0.2462,0,26852.61685,0.279279279
101569,NULL,NULL,0.0856,0.2226,0.0325,0.0411,0.0993,0,0.0068,0.2295,0,0,0.0805,0.0291,17101.60866,0.274091171
101587,930,0.1208,0.2286,0,0,0,0.0245,0,0,0.0245,0.1878,0.0571,0.2,0,40496.67428,0.298850575
101602,NULL,NULL,0.0196,0.2941,0,0.0308,0.1289,0,0,0.028,0,0,0.2745,0.0784,20360.27451,0.167414051
101648,1061,NULL,0,1,0,0,0,0,0,0,0,0,0,0,65206.42746,0.163793103
101675,NULL,0.0536,0.2545,0,0.0364,0.0409,0,0,0.2136,0,0.0409,0.0773,0,0,24404.3167,0.355524079
101693,1025,0.3333,0.1636,0.0515,0.0394,0.0121,0,0.0394,0,0,0.1727,0.0303,0.2485,0,51948.49944,0.36400818
101709,1069,0.2127,0.13,0,0.14,0,0,0,0,0,0.06,0.0533,0.0933,0,53175.60259,0.27124183
101736,NULL,NULL,0.0648,0.2058,0,0.0178,0.0681,0,0.0081,0.0373,0,0,0.342,0.047,28705.98197,0.452025586
101879,1027,0.1147,0.2313,0,0.0594,0.0083,0,0,0.0385,0,0.1,0.0458,0.151,0,51980.58515,0.236862148
101897,NULL,NULL,0.0518,0.2325,0,0.0364,0.0812,0,0.0364,0.1359,0,0,0.3221,0.0434,27611.60478,0.319432121
101912,923,0.236,0.1584,0.085,0.0381,0.0147,0,0.0587,0,0,0.0293,0.0674,0.1613,0,52711.00122,0.445506692
101949,NULL,NULL,0.0904,0.322,0,0,0,0,0,0.1864,0,0,0.1186,0.0678,17394.03897,0.210776545
101958,NULL,NULL,0.2778,0,0,0,0,0,0,0,0,0,0.1111,0,PrivacySuppressed,0.475728155
101994,NULL,NULL,0.0688,0,0,0.0313,0.1063,0,0,0,0,0,0.425,0.1313,15657.48293,0.171052632
102030,NULL,NULL,0.0149,0.1115,0,0.0167,0.0316,0,0,0.0669,0,0,0.2138,0.0465,14948.64626,0.251826869
102049,1162,0.589,0.1305,0.0039,0.053,0.0116,0,0.0026,0,0,0.0465,0.0762,0.3114,0,103194.1583,0.085106383
102058,NULL,0,0.3478,0,0,0,0,0.3043,0,0,0.1739,0,0,0,15783.77044,0.257042254
102067,NULL,NULL,0.1509,0.259,0.0034,0,0.1544,0,0,0.0274,0,0,0.2487,0.0395,18415.16363,0.291087963
102076,NULL,NULL,0.0811,0.6811,0,0.0509,0,0,0,0.0302,0,0,0.1189,0,29878.6378,0.246609125
102094,1045,0.1426,0.1199,0,0.0286,0.0374,0,0,0.0327,0,0.1007,0.0421,0.3276,0,51791.98077,0.233267717
102234,1120,0.4282,0.2422,0.0583,0.0538,0,0,0,0,0,0.0762,0.1031,0.0583,0,77578.10568,0.401869159
102261,1045,0.08,0,0,0,0,0,1,0,0,0,0,0,0,34420.28736,0.465517241
102270,831,0.104,0.1967,0.041,0.0246,0,0,0.0082,0,0,0.0082,0.0246,0,0,28094.94337,0.19939577
102298,NULL,0.2292,0.3778,0,0.0556,0.0556,0,0,0.0889,0,0,0.0556,0,0,24265.11797,0.3125
102313,NULL,NULL,0.0338,0,0,0.0428,0.045,0,0,0.0518,0,0,0.4392,0.0946,17869.54603,0.320402299
102368,1046,0.1527,0.1632,0.1041,0.0144,0.0468,0,0,0.1276,0.0036,0.0609,0.0267,0.076,0,41849.98198,0.3323275
102377,955,0.1788,0.1829,0,0,0.0139,0,0,0,0,0.0255,0,0.0463,0,51082.35028,0.142348754
102395,NULL,NULL,0,0,0,0,0,0,0,0,0.24,0,0,0,34512.44565,0.367088608
102429,NULL,NULL,0.0451,0.2383,0,0.0129,0.0209,0,0,0.0419,0,0,0.3575,0.0274,18146.90509,0.284908322
102553,NULL,0.0883,0.1564,0.1247,0.0184,0.0248,0.0262,0,0.0216,0.0667,0.0253,0.0101,0.218,0.0097,45889.49192,0.421186982
102580,NULL,NULL,0,0,0,0,0,1,0,0,0,0,0,0,57934.66667,PrivacySuppressed
102614,1058,0.1535,0.1326,0.0545,0.0203,0.0081,0.0423,0,0.0846,0.0285,0.0293,0.0146,0.1497,0.0358,48622.8388,0.385287691
102632,NULL,0.086,0.3163,0.2347,0.0077,0.0026,0.0204,0,0.0357,0.0051,0.0459,0,0.1046,0,42955.54625,0.426829268
102669,985,0.4211,0.3038,0.0506,0,0,0,0,0,0,0.0506,0,0,0,66725.78912,0.292134832
102711,NULL,NULL,0.1017,0,0,0.0395,0.178,0,0,0.1469,0,0,0.3362,0.065,35976.36872,PrivacySuppressed
102845,NULL,0.2388,0.0977,0,0,0.0449,0.0837,0,0.0334,0,0,0,0.6183,0,26733.53353,0.320557491
103501,NULL,NULL,0.2292,0,0,0,0,0,0,0,0,0,0.7421,0,27878.77388,0.17765043
103741,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,21572.2732,0.127472528
103778,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,57655.91172,0.175961276
103787,NULL,0,0.3571,0,0,0,0,0.4286,0,0,0.2143,0,0,0,22090.17241,PrivacySuppressed
103811,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,23063.28232,0.238444608
103893,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,22889.23911,0.177865613
103909,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,22889.23911,0.177865613
103927,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,22889.23911,0.177865613
103945,NULL,0.2222,0.0476,0,0,0.1429,0,0,0,0,0,0,0.8095,0,17255.63287,0.403726708
103954,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,21542.43836,PrivacySuppressed
103963,NULL,NULL,0,0,0,0,0.4302,0,0,0,0,0,0,0,22384.01094,0.201525747
104090,NULL,0.1772,0.0436,0,0,0,0,0,0.0975,0,0,0,0.8402,0,20247.57303,0.290463
104151,1158,0.4526,0.2398,0.0003,0.0726,0.0349,0,0,0,0.0016,0.0524,0.0478,0.0114,0,57655.91172,0.175961276
104160,NULL,NULL,0.0425,0.3976,0.0106,0.0093,0.0472,0,0.0429,0.0149,0.0225,0.0025,0.1393,0.0072,24954.79645,0.342352092
104179,NULL,0.4308,0.1557,0.0008,0.0444,0.0209,0,0,0.0072,0.0033,0.0411,0.0495,0.0702,0,71116.87797,0.131690601
104188,NULL,0.7692,0,0,0.6154,0,0,0,0,0,0,0.0385,0,0,37854.42742,0.333333333
104346,NULL,NULL,0.0414,0.4685,0.0027,0.0189,0.0117,0,0.0378,0.0063,0.0117,0.0036,0.1739,0.0108,27968.34484,0.313641663
104364,NULL,0.5,0.1675,0,0.0628,0.0733,0,0,0.1414,0.0628,0,0,0.4712,0,22351.90148,0.408890765
104391,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.3235,0.6765,23973.47126,PrivacySuppressed
104425,NULL,NULL,0.0169,0.2019,0.0052,0.0155,0.0333,0,0.0248,0.0258,0.0234,0.0033,0.1808,0.0009,24194.07872,0.326355852
104434,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23650.46007,0.105032823
104443,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23650.46007,0.105032823
104504,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,24298.01008,0.112426036
104568,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,35403.57486,0.20713073
104577,NULL,NULL,0.2356,0.1168,0.0114,0.0094,0.2336,0,0.0121,0.0174,0.0215,0.002,0.196,0.0248,21817.09684,0.222826087
104586,NULL,0.3899,0.0786,0,0,0,0,0,0,0,0,0,0,0,55648.52112,0.314661134
104665,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,PrivacySuppressed
104708,NULL,NULL,0.0813,0.2565,0.2803,0.018,0.018,0,0.0316,0.0118,0.0193,0.0024,0.1605,0,24916.44531,0.359948898
104717,NULL,0.2242,0.0846,0,0.0052,0,0,0.0212,0.0278,0,0.1158,0.0088,0.638,0,45215.98127,0.365758308
104911,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,20795.07186,0.182692308
105145,NULL,NULL,0.0332,0.0903,0.0931,0.0065,0.1292,0,0,0.0231,0,0,0.4996,0,25045.00713,0.3509907
105154,NULL,NULL,0.0835,0.2709,0.2665,0.0311,0.0103,0,0.0404,0.0131,0.0171,0.0014,0.1316,0.0094,28613.569,0.398687863
105163,NULL,NULL,0.087,0,0.0072,0.442,0,0,0.1014,0.3623,0,0,0,0,24683.68938,0.408208589
105172,NULL,0.3333,0.125,0,0,0.4323,0,0,0.0052,0.4375,0,0,0,0,24683.68938,0.408208589
105206,NULL,NULL,0.0863,0.1521,0.2014,0.0342,0.0301,0,0.0247,0,0.0068,0,0.3493,0.0301,22552.85811,0.352722772
105215,NULL,NULL,0,0,0,0,1,0,0,0,0,0,0,0,37252.97243,0.2385338
105297,NULL,0,0.1687,0.1386,0.0301,0.0361,0,0,0,0,0.1386,0,0.0663,0,18308.42391,0.287417219
105330,NULL,0.3326,0.1963,0.1018,0.0307,0.0069,0,0,0.0005,0,0.1137,0.0519,0.1287,0,58441.06661,0.181566182
105349,NULL,NULL,0.0576,0.1044,0.0016,0.0374,0.0623,0,0.0265,0.0685,0.1667,0,0.2196,0.0312,17717.28141,0.35
105367,NULL,NULL,0.15,0.0071,0.0143,0,0,0,0.0643,0,0.1786,0.0786,0.0786,0,47133.44485,0.385918004
105428,NULL,NULL,0.1132,0.1795,0.1961,0.0127,0,0,0.0654,0.0083,0.0136,0,0.2299,0.007,23076.81788,0.356319077
105482,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,29195.52841,PrivacySuppressed
105525,NULL,NULL,0.0656,0.517,0.018,0.017,0.0747,0,0.0324,0.0053,0.0365,0.0021,0.168,0.0084,26229.07083,0.399608467
105534,NULL,0.7105,0,0,0,0,0,0,0,0,0,0,1,0,31359.19222,0.138573053
105543,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,31359.19222,0.138573053
105589,1039,0.1594,0,0.0769,0,0,0,0,0,0,0.1154,0,0.0192,0,50796.97881,0.386597938
105659,NULL,NULL,0,0,0,0,0,0,0,0.9961,0,0,0,0,27853.47554,0.250825083
105668,NULL,NULL,0.3055,0.0423,0.0362,0.1086,0.0114,0,0.3391,0.0002,0.0136,0,0.0421,0,25814.25041,0.447688816
105677,NULL,NULL,0,0,0,0,1,0,0,0,0,0,0,0,43512.56757,PrivacySuppressed
105701,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,11798.62791,PrivacySuppressed
105747,NULL,NULL,0.1479,0.2394,0.3225,0.0319,0,0,0.0347,0.0038,0.007,0.0005,0.0761,0.0479,31128.55275,0.299288405
105792,NULL,NULL,0.0775,0.3998,0.3124,0.0763,0,0,0,0,0.0381,0,0,0,23217.39966,0.332389581
105899,997,0.2875,0.1959,0.0103,0.0103,0,0,0.1959,0,0,0.1546,0.134,0,0,57496.35364,0.222222222
105987,NULL,NULL,0.0161,0,0,0,0,0,0,0.0065,0,0,0.7194,0,17216.76923,0.306748466
106041,NULL,NULL,0,0,0,0,1,0,0,0,0,0,0,0,41666.90307,0.256701995
106102,NULL,0,0.7363,0,0,0.0366,0,0,0,0,0,0.022,0,0,39952.94865,0.455380577
106111,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,21775.84703,0.177734375
106148,NULL,NULL,0.0629,0.3263,0.0212,0.0351,0.045,0,0.0668,0.0033,0.0251,0,0.3064,0,23596.61852,0.329303397
106245,990,0.1111,0.1699,0.1125,0.0346,0.0258,0,0,0.0615,0.0281,0.0346,0.0199,0.2185,0,37843.2384,0.344023324
106263,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,45027.42678,0.057441253
106281,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,16696.51724,0.304347826
106306,NULL,0.0156,0.1119,0.6014,0.0559,0,0,0,0.0699,0,0.049,0,0,0,20060.75387,0.247875354
106315,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,11970.47368,PrivacySuppressed
106324,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,26192.04255,PrivacySuppressed
106342,1120,0.3472,0.1626,0,0.0813,0,0,0,0,0,0,0,0,0,62685.06897,0.106382979
106351,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,12191.01351,0.16
106360,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23351.72727,PrivacySuppressed
106397,1154,0.3907,0.2149,0,0.0321,0.0121,0,0,0.0164,0,0.0409,0.0742,0.0858,0,84025.35477,0.16893396
106412,871,0.0699,0.1393,0.0836,0.0279,0.0334,0,0,0.1253,0.0529,0.0836,0.0195,0.0195,0,29554.57905,0.297117517
106449,NULL,NULL,0.0504,0.3503,0.0053,0,0.1126,0,0.0812,0.0646,0.0255,0,0.1855,0,31455.69084,0.269230769
106458,1088,0.2122,0.1215,0.2058,0.02,0.0172,0,0,0.0042,0.0042,0.1266,0.0428,0.1778,0,45087.03315,0.271186441
106467,NULL,0.2581,0.1019,0.0275,0.0156,0.0161,0.0372,0,0.0537,0.0207,0.0998,0.0224,0.2575,0.0123,42336.13434,0.291949911
106485,NULL,0.1073,0.111,0.2639,0.0118,0,0.0619,0,0.02,0.0637,0.0355,0.0055,0.1665,0,33007.77165,0.399555226
106494,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,20294.31532,0.232
106546,1050,NULL,0,0,0,0,0,0,0,0,0,0,1,0,40958.81849,0.094240838
106625,NULL,NULL,0.0704,0.1535,0,0,0.0746,0,0.1648,0,0.0042,0,0.4775,0,24993.60207,0.395273899
106704,1068,0.2299,0.1602,0.0713,0.0641,0.017,0,0,0,0,0.1073,0.0392,0.1975,0,49783.84589,0.233079337
106713,968,0.2364,0.2813,0.1719,0,0,0,0.2344,0,0,0.0234,0.0078,0.0391,0,52842.75165,0.298969072
106795,NULL,NULL,0.0342,0.1764,0,0,0.1918,0,0,0,0.0137,0.0034,0.2962,0.0223,23642.66321,0.238888889
106810,NULL,0.2,0.16,0.48,0,0,0,0,0,0,0.12,0,0,0,50231.47101,0.382022472
106829,NULL,NULL,0.0699,0,0,0,0.2657,0,0,0.014,0,0,0.2378,0.028,13688.90476,0.137362637
106883,NULL,NULL,0.1468,0.3925,0,0,0.0273,0,0.1058,0.0648,0.0137,0,0.2457,0,21668.61702,0.290076336
106892,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,16400.15259,0.111747851
106908,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,31126.55851,0.193877551
106980,NULL,NULL,0.0603,0.437,0.0107,0.0349,0.0362,0,0.0295,0,0.0429,0,0.3177,0,23417.32998,0.432012432
106999,NULL,NULL,0.0979,0.2363,0,0,0.043,0,0.0048,0,0.0621,0,0.5155,0,27226.26269,0.277280859
107044,1135,0.4526,0.1607,0.0787,0.0496,0.0572,0,0.0367,0.0129,0,0.1273,0.0529,0.1327,0,87173.30686,0.145896657
107071,988,0.1573,0.167,0.1307,0.078,0.0091,0,0,0.0018,0,0.1434,0.0327,0.0653,0,41877.88125,0.282476024
107080,1270,0.6432,0.0379,0,0.0414,0.0345,0,0,0,0,0,0,0.0552,0,101559.1922,0.107758621
107099,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,15584.14063,PrivacySuppressed
107123,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,37384.95181,PrivacySuppressed
107141,1209,0.5475,0.4206,0.0168,0.0972,0,0,0.0393,0,0.0019,0.0841,0.043,0,0,66800.21951,0.209944751
107211,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,14758.51429,PrivacySuppressed
107220,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,26208.03012,0.194444444
107293,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23423.17323,PrivacySuppressed
107318,NULL,NULL,0.0712,0.2216,0.0554,0.0264,0.1187,0,0,0.0053,0.029,0,0.3087,0,17400.4821,0.272214387
107327,NULL,NULL,0.0341,0.1024,0,0,0.0761,0,0.021,0.0892,0.0525,0,0.5144,0,21766.61646,0.218333333
107363,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,16814.13636,PrivacySuppressed
107442,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,13032.21839,PrivacySuppressed
107460,NULL,NULL,0.0938,0.317,0,0.037,0.0462,0,0,0.0238,0.0066,0,0.2536,0,26361.31721,0.283018868
107488,NULL,NULL,0.04,0,0,0.1533,0.3267,0,0,0.0333,0,0,0.3333,0,19960.2446,0.065789474
107512,1120,0.5347,0.1331,0,0.1124,0.0148,0,0.1213,0,0,0.0858,0.0799,0.0799,0,77443.94992,0.101538462
107521,NULL,NULL,0.0395,0.1499,0,0.0409,0.0736,0,0.0763,0.0627,0.0109,0,0.4196,0.0763,28704.02232,0.354107649
107549,NULL,NULL,0.082,0.108,0,0,0.028,0,0.026,0,0.07,0,0.554,0.016,21339.40977,0.408950617
107558,1034,0.2566,0.2564,0.0427,0.0427,0,0,0,0,0,0.188,0.0598,0.0513,0,50991.92793,0.157575758
107585,930,NULL,0.0595,0.3399,0.0106,0.0212,0.0741,0,0.0013,0.2368,0.0079,0,0.1495,0,30846.60576,0.294457275
107600,NULL,0.2895,0.3964,0,0,0.018,0,0,0,0,0.018,0,0,0,24903.26432,0.248175183
107619,NULL,NULL,0.0678,0.1913,0,0.0121,0,0,0.0508,0.0484,0.0387,0,0.3729,0.0242,15986.17705,0.355813954
107637,NULL,NULL,0.0932,0.1688,0,0.0227,0.0302,0,0.0202,0.0202,0,0,0.5365,0,21707.04042,0.427994616
107655,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,33673.62,PrivacySuppressed
107664,NULL,NULL,0.1427,0.5319,0,0,0.0503,0,0.0011,0.0043,0.0033,0.0076,0.1025,0.0854,26267.22227,0.478883321
107725,NULL,NULL,0.0492,0.3026,0,0.0323,0.172,0,0.0015,0.0184,0.0015,0,0.3011,0.0415,19031.90692,0.317286652
107743,NULL,NULL,0.036,0.2027,0,0.0135,0,0,0,0.018,0.009,0.0045,0.3784,0.1441,19691.79236,0.297619048
107789,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,36831.9375,PrivacySuppressed
107831,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,20741.06731,0.294117647
107840,NULL,NULL,0,1,0,0,0,0,0,0,0,0,0,0,7800.663889,PrivacySuppressed
107877,1010,0.2985,0.1124,0.2809,0,0.0225,0,0.0449,0,0,0.3034,0,0,0,53302.64412,0.234042553
107974,NULL,NULL,0.0419,0.1347,0.0015,0.0105,0.0793,0,0.0659,0,0.0269,0,0.3698,0.0479,24208.32412,0.363945578
107983,988,0.1907,0.1868,0.1834,0.0289,0.0119,0,0,0.0458,0,0.1053,0.017,0.1121,0,39491.06296,0.237875289
107992,NULL,NULL,0.029,0.0631,0.0186,0.0486,0.0724,0,0.3495,0.0103,0.0052,0,0.2441,0,26086.8581,0.317241379
108065,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,6084.767442,PrivacySuppressed
108092,NULL,0.1138,0.1684,0.124,0.0194,0.0367,0.0478,0,0.0423,0.0617,0.0804,0.0097,0.1012,0,38288.66589,0.336021505
108232,NULL,0.0691,0,0,0.7482,0.0509,0,0,0,0,0.0066,0.0608,0,0,39357.73704,0.414512923
108250,NULL,NULL,0.0537,0,0.0195,0.3171,0,0,0.0683,0.2976,0,0,0.2439,0,24683.68938,0.408208589
108269,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL
108348,NULL,NULL,0,0,0,0,0,0,0,0,0,0.5789,0,0,15626.9011,0.135416667
108649,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,23916.08163,0.151515152
108667,NULL,NULL,0.1127,0.5242,0.0054,0.0089,0.1431,0,0,0,0,0.0161,0.0429,0,15581.8551,0.171066526
108807,NULL,NULL,0.0656,0.4019,0.0282,0.0131,0.0197,0,0.061,0.0015,0.001,0.0151,0.0943,0.0192,25630.1235,0.295336788
108852,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,62526.92038,0.103896104
108861,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
108870,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
108977,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,20320.39516,0.195402299
109040,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,22748.67715,0.138564864
109086,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,PrivacySuppressed,NULL
109208,NULL,NULL,0.0554,0.1433,0.0111,0.0187,0.0607,0,0.2993,0.0111,0,0.0055,0.0285,0.0117,16801.84908,0.317344456
109350,NULL,NULL,0.0921,0.1464,0.0087,0.0337,0.0739,0,0.0866,0.0415,0.0041,0.0046,0.0944,0,16393.01997,0.367433717
109651,NULL,0.1983,0,0,0.7378,0,0,0,0,0.1697,0,0,0,0,52424.88941,0.241176471
109721,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.6513,0,8106.332143,0.248730965
109730,NULL,NULL,0,0,0,0.1765,0,0,0,0,0,0,0,0,6476.236686,0.368421053
109785,1080,0.075,0.2066,0.0832,0.0771,0.0101,0,0.0385,0,0,0.0525,0.0553,0.23,0,66712.54317,0.242976836
109819,NULL,NULL,0.106,0.0616,0.0163,0.002,0.0611,0,0.0458,0.0188,0,0.0703,0.2104,0.0112,19418.47336,0.288564138
109907,NULL,NULL,0.1966,0.1621,0.0069,0.0034,0.0207,0,0.0483,0,0,0,0.0034,0.0414,17645.23597,0.259306804
109934,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,22967.77255,0.236686391
110060,NULL,0.4545,0.1176,0,0.2647,0.0294,0,0.4706,0,0,0.1176,0,0,0,28730.91912,0.112359551
110097,1115,0.5187,0.1271,0,0.1282,0.0066,0,0.0983,0,0,0.0707,0.1017,0.0851,0,80478.05859,0.089322382
110185,NULL,0.5217,0,0,0.8095,0,0,0,0,0,0,0.1905,0,0,50424.38636,0.301075269
110194,NULL,NULL,0,0,0,0,1,0,0,0,0,0,0,0,28890.35275,0.082352941
110219,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0.7063,0,21127.82197,0.461437909
110246,NULL,NULL,0.1,0.0387,0.0165,0.0308,0.0128,0,0.1162,0.0154,0,0.0188,0.1313,0.0613,20700.21715,0.383454106
110307,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110316,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,27176.35514,PrivacySuppressed
110334,NULL,NULL,0.1105,0.2431,0.0504,0.0346,0,0,0.0385,0.0051,0,0.0368,0.0929,0.0193,21186.53672,0.333818535
110361,960,0.4376,0.1713,0.0693,0.0202,0.0016,0,0.0093,0.0382,0.0031,0.0389,0.0569,0.1698,0,60361.38051,0.180645161
110370,NULL,0.3507,0,0,0.8144,0,0,0,0,0,0,0,0,0,60904.16522,0.220338983
110398,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18090.33745,PrivacySuppressed
110404,1544,0.8446,0.0088,0,0,0.2105,0,0,0,0,0,0,0,0,79732.92143,PrivacySuppressed
