UNITID,SAT_AVG,C100_4
232195,NULL,NULL
232256,1112,0.5993
232265,1020,0.1329
232308,1124,0.5455
232414,NULL,NULL
232423,1134,0.6649
232450,NULL,NULL
232502,NULL,NULL
232557,1070,0.3301
232566,985,0.4433
232575,NULL,NULL
232609,1014,0.4696
232618,NULL,NULL
232672,1009,0.3229
232681,1110,0.587
232706,999,0.342
232724,NULL,NULL
232788,NULL,NULL
232797,NULL,NULL
232867,NULL,NULL
232885,NULL,NULL
232919,NULL,NULL
232937,808,0.1784
232946,NULL,NULL
232982,1020,0.2594
233019,NULL,NULL
233037,NULL,NULL
233082,NULL,NULL
233091,NULL,NULL
233116,NULL,NULL
233277,NULL,0.4411
233286,NULL,NULL
233295,1098,0.5276
233301,1014,0.6
233310,NULL,NULL
233329,NULL,NULL
233338,NULL,NULL
233356,NULL,NULL
233374,1337,0.8257
233408,NULL,NULL
233426,1092,0.5839
233480,NULL,NULL
233541,1005,0.3515
233611,1041,0.2289
233639,NULL,NULL
233648,NULL,NULL
233657,NULL,NULL
233666,NULL,NULL
233684,NULL,0.0909
233718,1098,0.5732
233754,NULL,NULL
233772,NULL,NULL
233842,NULL,NULL
233897,942,0.2191
233903,NULL,NULL
233921,1210,0.6165
233949,NULL,NULL
234030,1097,0.3673
234076,1364,0.8718
234085,1139,0.6084
234119,NULL,NULL
234137,NULL,0.0526
234155,857,0.2937
234164,772,0.1787
234173,982,0.4227
234191,NULL,NULL
234207,1395,0.8832
234225,NULL,NULL
234359,NULL,NULL
234377,NULL,NULL
234401,NULL,NULL
234492,NULL,0.1294
234650,NULL,NULL
234669,NULL,NULL
234696,NULL,NULL
234711,NULL,NULL
234739,NULL,NULL
234784,NULL,NULL
234827,978,0.2445
234845,NULL,NULL
234915,NULL,0.1333
234924,NULL,NULL
234933,NULL,NULL
234951,NULL,NULL
234979,NULL,NULL
235024,NULL,0.4842
235088,NULL,NULL
235097,970,0.2042
235103,NULL,NULL
235149,NULL,NULL
235158,NULL,NULL
235167,1067,0.4063
235237,NULL,NULL
235307,NULL,NULL
235316,1205,0.7332
235334,NULL,NULL
235343,NULL,NULL
235352,NULL,NULL
235422,NULL,0
235431,NULL,NULL
235501,NULL,NULL
235510,NULL,NULL
235529,NULL,NULL
235547,NULL,NULL
235583,NULL,NULL
235671,NULL,NULL
235699,NULL,NULL
235750,NULL,NULL
235769,NULL,0.7333
235954,NULL,NULL
236018,NULL,NULL
236072,NULL,NULL
236133,996,0.4118
236188,NULL,NULL
236212,NULL,NULL
236230,1117,0.5239
236258,NULL,NULL
236328,NULL,0.7191
236382,NULL,NULL
236452,1047,0.382
236504,NULL,NULL
236513,NULL,NULL
236531,NULL,NULL
236577,1145,0.5293
236595,1192,0.6411
236610,NULL,NULL
236638,NULL,NULL
236656,NULL,NULL
236692,NULL,NULL
236708,NULL,NULL
236744,NULL,NULL
236753,NULL,NULL
236887,NULL,NULL
236896,1062,0.1891
236939,1039,0.3766
236948,1258,0.6304
236975,NULL,NULL
236993,NULL,NULL
237011,1114,0.3978
237039,NULL,NULL
237057,1314,0.7949
237066,NULL,0.6378
237109,NULL,NULL
237118,980,0.2654
237127,NULL,NULL
237136,1012,0.2647
237145,NULL,NULL
237172,NULL,NULL
237181,907,0.279
237215,934,0.0943
237242,NULL,NULL
237303,NULL,NULL
237312,994,0.3702
237321,NULL,NULL
237330,994,0.1993
237358,928,0.3046
237367,962,0.1527
237385,913,0.1586
237437,NULL,NULL
237473,NULL,NULL
237491,NULL,NULL
237525,1028,0.2426
237543,NULL,NULL
237552,NULL,NULL
237561,NULL,NULL
237570,NULL,NULL
237598,NULL,NULL
237613,NULL,NULL
237640,NULL,0.3
237686,NULL,0
237701,NULL,NULL
237729,NULL,NULL
237783,NULL,0.1102
237792,995,0.215
237817,NULL,NULL
237844,NULL,NULL
237880,NULL,NULL
237899,927,0.1138
237905,NULL,NULL
237932,984,0.2289
237950,982,0.0982
237969,1015,0.3784
237978,NULL,NULL
237987,NULL,NULL
237996,NULL,NULL
238005,NULL,NULL
238014,NULL,NULL
238032,1078,0.3334
238078,1032,0.4389
238096,NULL,NULL
238166,NULL,NULL
238175,NULL,NULL
238193,910,0.1688
238263,NULL,NULL
238324,1090,0.4878
238333,NULL,0.7018
238397,NULL,NULL
238430,1028,0.1496
238458,1087,0.4214
238476,1145,0.4979
238573,NULL,NULL
238616,1066,0.3654
238661,1050,0.386
238722,NULL,NULL
238759,NULL,NULL
238786,NULL,NULL
238810,NULL,NULL
238892,NULL,0.6667
238980,907,0.3553
239008,NULL,NULL
239017,NULL,0.6322
239071,NULL,0.3797
239080,950,0.2785
239105,1219,0.5835
239169,NULL,NULL
239220,NULL,NULL
239248,NULL,NULL
239309,NULL,0.4802
239318,1248,0.4392
239372,NULL,NULL
239390,902,0.2102
239424,NULL,NULL
239442,NULL,NULL
239460,NULL,NULL
239488,NULL,NULL
239512,1118,0.5448
239628,1105,0.5968
239637,NULL,NULL
239716,1125,0.6673
239743,NULL,0.2667
239877,NULL,NULL
239910,NULL,NULL
239929,NULL,0
240055,970,NULL
240107,1090,0.2982
240116,NULL,NULL
240125,NULL,NULL
240170,NULL,NULL
240189,1050,0.2792
240198,NULL,NULL
240213,NULL,NULL
240240,NULL,NULL
240268,1110,0.2866
240277,1070,0.2392
240329,1130,0.3614
240338,1101,0.4406
240365,1030,0.1462
240374,970,0.1117
240392,NULL,0.2079
240417,1030,0.2307
240426,990,0.1593
240444,1300,0.5604
240453,1050,0.1427
240462,1090,0.1986
240471,1050,0.2883
240480,1050,0.2586
240505,NULL,NULL
240514,NULL,NULL
240596,NULL,NULL
240620,NULL,NULL
240657,NULL,NULL
240666,NULL,NULL
240693,NULL,NULL
240709,NULL,NULL
240718,NULL,NULL
240727,1122,0.2583
240736,NULL,NULL
240745,NULL,NULL
240754,NULL,0.0793
240790,NULL,0
240879,NULL,NULL
240985,NULL,NULL
241100,NULL,0.0559
241128,NULL,0.1038
241146,NULL,NULL
241182,NULL,NULL
241191,NULL,0.135
241216,NULL,0.2377
241225,NULL,0.0081
241304,NULL,0.25
241331,NULL,NULL
241377,NULL,0.0241
241386,NULL,0
241395,NULL,0.05
241410,NULL,0.073
241517,NULL,NULL
241614,NULL,0
241720,NULL,0.125
241739,NULL,0.0615
241766,NULL,0.4211
241793,NULL,NULL
241836,NULL,0.0769
241906,NULL,NULL
241951,NULL,0.0303
242042,NULL,NULL
242112,NULL,NULL
242121,NULL,NULL
242130,NULL,NULL
242149,NULL,NULL
242316,NULL,NULL
242413,NULL,NULL
242422,NULL,NULL
242556,NULL,NULL
242565,NULL,NULL
242583,NULL,NULL
242617,NULL,0.1191
242626,NULL,0.0685
242635,NULL,0.1237
242644,NULL,0.2149
242653,NULL,0.175
242662,NULL,0.0816
242680,NULL,0.0342
242699,NULL,0.1045
242705,NULL,0.0643
242723,NULL,NULL
242750,NULL,NULL
242820,NULL,NULL
242884,NULL,NULL
242945,NULL,NULL
242954,NULL,NULL
242972,NULL,0.1399
242981,NULL,0.2222
243072,NULL,NULL
243081,NULL,NULL
243106,1023,0.0647
243115,NULL,0.0703
243133,NULL,0.0275
243142,1002,0.1829
243151,1105,0.0654
243179,NULL,0.1101
243188,NULL,0.0548
243197,NULL,0.0256
243203,NULL,NULL
243212,NULL,0.0779
243221,1162,0.126
243346,NULL,0.0263
243443,NULL,0.0606
243498,NULL,NULL
243568,NULL,0
243577,NULL,0.0037
243586,NULL,0.0104
243601,NULL,0.0086
243638,NULL,NULL
243647,NULL,NULL
243665,807,0.0867
243744,1479,0.7518
243780,1231,0.4654
243799,NULL,NULL
243823,NULL,NULL
243832,NULL,0.1852
243841,NULL,NULL
244011,NULL,NULL
244154,NULL,0.5
244190,NULL,0
244233,NULL,NULL
244279,NULL,NULL
244437,NULL,NULL
244446,NULL,NULL
244491,NULL,NULL
244561,NULL,NULL
244613,NULL,NULL
245069,NULL,NULL
245281,NULL,NULL
245290,NULL,NULL
245342,NULL,NULL
245421,NULL,NULL
245430,NULL,NULL
245625,NULL,NULL
245652,NULL,0.3613
245731,NULL,NULL
245777,NULL,0
245838,NULL,NULL
245847,NULL,NULL
245865,NULL,NULL
245883,NULL,0.125
245892,NULL,NULL
245953,NULL,0.2466
245962,NULL,NULL
245980,NULL,NULL
245999,NULL,NULL
246008,NULL,NULL
246017,NULL,NULL
246035,NULL,NULL
246071,NULL,NULL
246202,NULL,NULL
246266,NULL,NULL
246345,NULL,NULL
246354,NULL,NULL
246406,NULL,NULL
246415,NULL,NULL
246460,NULL,NULL
246594,NULL,NULL
246789,NULL,NULL
246813,NULL,NULL
246895,NULL,NULL
246974,NULL,NULL
247010,NULL,NULL
247047,NULL,NULL
247065,NULL,0.0192
247153,NULL,NULL
247162,NULL,NULL
247409,NULL,NULL
247603,NULL,NULL
247649,NULL,NULL
247700,NULL,0
247773,NULL,0
247825,NULL,NULL
247834,NULL,NULL
247940,NULL,NULL
248165,NULL,NULL
248192,NULL,NULL
248305,NULL,NULL
248527,NULL,NULL
248606,NULL,NULL
248624,NULL,NULL
248633,NULL,NULL
248660,NULL,NULL
248703,NULL,NULL
248846,NULL,NULL
248882,NULL,0
248925,NULL,NULL
248934,NULL,0.3077
249140,NULL,NULL
249238,NULL,NULL
249566,NULL,NULL
249609,NULL,NULL
250027,NULL,NULL
250072,NULL,NULL
250285,NULL,NULL
250601,NULL,NULL
250744,NULL,NULL
250902,NULL,NULL
250993,NULL,NULL
251075,NULL,NULL
251251,NULL,NULL
251260,NULL,NULL
251312,NULL,0.1087
260293,NULL,0.25
260336,NULL,NULL
260354,NULL,NULL
260363,NULL,NULL
260372,NULL,NULL
260664,NULL,NULL
260691,NULL,NULL
260789,NULL,NULL
260813,NULL,0.6667
260901,NULL,0
260910,NULL,NULL
260929,NULL,NULL
260947,NULL,0.3333
260956,NULL,NULL
260974,NULL,0
260992,NULL,NULL
261375,NULL,NULL
261384,NULL,NULL
261393,NULL,NULL
261436,NULL,NULL
261472,NULL,NULL
261676,NULL,NULL
261685,NULL,NULL
261719,NULL,NULL
261773,NULL,NULL
261861,NULL,NULL
261931,NULL,1
262022,NULL,NULL
262031,NULL,NULL
262086,NULL,NULL
262129,1285,0.6313
262165,1154,0.25
262235,NULL,NULL
262299,NULL,NULL
262332,NULL,0.5
262341,NULL,NULL
262369,NULL,NULL
262402,NULL,NULL
262466,NULL,NULL
262509,NULL,NULL
262660,NULL,NULL
362700,NULL,NULL
362782,NULL,NULL
363013,NULL,NULL
363077,NULL,NULL
363147,NULL,NULL
363165,NULL,NULL
363439,NULL,NULL
363590,NULL,NULL
363633,NULL,NULL
363679,NULL,NULL
363712,NULL,0
363721,NULL,NULL
363882,NULL,NULL
363907,NULL,0.1053
363916,NULL,0.037
363934,NULL,0.1556
364016,NULL,NULL
364025,NULL,NULL
364122,NULL,NULL
364168,NULL,1
364335,NULL,NULL
364548,NULL,NULL
364575,NULL,NULL
364584,NULL,NULL
364627,NULL,NULL
364636,NULL,NULL
364751,NULL,NULL
364760,NULL,NULL
364812,NULL,NULL
364946,NULL,NULL
364955,NULL,NULL
364964,NULL,NULL
364973,NULL,NULL
365055,NULL,NULL
365073,NULL,NULL
365091,NULL,NULL
365125,NULL,NULL
365198,NULL,NULL
365204,NULL,NULL
365213,NULL,NULL
365240,NULL,NULL
365374,NULL,NULL
365383,NULL,NULL
365426,NULL,NULL
365480,NULL,NULL
365505,NULL,NULL
365569,NULL,NULL
365693,NULL,NULL
365763,NULL,NULL
365824,NULL,NULL
365833,NULL,NULL
366003,NULL,1
366155,NULL,NULL
366191,NULL,NULL
366252,NULL,0.271
366261,NULL,NULL
366270,NULL,NULL
366289,NULL,NULL
366340,NULL,NULL
366368,NULL,NULL
366395,NULL,NULL
366401,NULL,NULL
366438,NULL,NULL
366465,NULL,NULL
366535,NULL,NULL
366544,NULL,NULL
366553,NULL,0.0816
366571,NULL,NULL
366580,NULL,0.5
366605,NULL,NULL
366623,NULL,NULL
366632,NULL,NULL
366650,NULL,NULL
366678,NULL,0
366696,NULL,NULL
366711,955,0.1517
366748,NULL,0
366793,NULL,NULL
366960,NULL,NULL
367024,NULL,0
367051,NULL,NULL
367088,NULL,NULL
367097,NULL,NULL
367103,NULL,NULL
367112,NULL,NULL
367158,NULL,NULL
367194,NULL,0.2838
367334,NULL,NULL
367361,NULL,NULL
367398,NULL,NULL
367431,NULL,NULL
367459,NULL,NULL
367839,NULL,0
367875,NULL,NULL
367884,NULL,0.2128
367909,NULL,0.3333
367936,NULL,0.125
367954,NULL,NULL
367972,NULL,NULL
367981,NULL,NULL
368036,NULL,NULL
368230,NULL,NULL
368364,NULL,NULL
368407,NULL,NULL
368443,NULL,NULL
368452,NULL,0.3506
368540,NULL,NULL
368601,NULL,0.1
368629,NULL,NULL
368647,NULL,NULL
368771,NULL,NULL
368780,NULL,NULL
368832,NULL,NULL
368911,NULL,NULL
369002,NULL,NULL
369084,NULL,1
369109,NULL,NULL
369400,NULL,NULL
369419,NULL,NULL
369446,NULL,NULL
369455,NULL,NULL
369516,NULL,NULL
369659,NULL,NULL
369668,NULL,NULL
369686,NULL,NULL
369695,NULL,NULL
369783,NULL,NULL
369792,NULL,NULL
369862,NULL,NULL
369905,NULL,0
369950,NULL,NULL
371034,NULL,NULL
371052,NULL,NULL
371690,NULL,NULL
371830,NULL,NULL
371928,NULL,NULL
371964,NULL,NULL
372000,NULL,NULL
372028,NULL,NULL
372073,NULL,1
372082,NULL,NULL
372240,NULL,NULL
372329,NULL,NULL
372356,NULL,NULL
372462,NULL,NULL
372578,NULL,0
372718,NULL,NULL
372772,NULL,NULL
372921,NULL,NULL
372958,NULL,0.6364
373058,NULL,NULL
373085,NULL,NULL
373216,NULL,NULL
373456,NULL,NULL
373526,NULL,NULL
373678,NULL,NULL
373696,NULL,NULL
373711,NULL,NULL
373784,NULL,NULL
374024,NULL,NULL
374316,NULL,NULL
374343,NULL,NULL
374440,NULL,NULL
374574,NULL,NULL
374592,NULL,NULL
374875,NULL,NULL
374927,NULL,NULL
374972,NULL,NULL
374990,NULL,NULL
375106,NULL,NULL
375230,NULL,0
375300,NULL,NULL
375319,NULL,NULL
375373,NULL,NULL
375407,NULL,NULL
375416,NULL,NULL
375489,NULL,NULL
375540,NULL,NULL
375568,NULL,NULL
375647,NULL,NULL
375656,NULL,NULL
375683,NULL,NULL
375692,NULL,NULL
375708,NULL,NULL
375717,NULL,NULL
375726,NULL,NULL
375735,NULL,NULL
375744,NULL,NULL
375753,NULL,NULL
375762,NULL,NULL
375841,NULL,NULL
375939,NULL,NULL
375966,NULL,NULL
375984,NULL,NULL
376224,NULL,NULL
376242,NULL,NULL
376288,NULL,NULL
376321,NULL,NULL
376330,NULL,NULL
376385,NULL,NULL
376446,NULL,NULL
376631,NULL,NULL
376668,NULL,NULL
376677,NULL,NULL
376695,NULL,NULL
377069,NULL,NULL
377111,NULL,NULL
377193,NULL,NULL
377218,NULL,NULL
377272,NULL,NULL
377281,NULL,NULL
377315,NULL,NULL
377342,NULL,NULL
377449,NULL,NULL
377458,NULL,NULL
377485,NULL,NULL
377546,NULL,0
377555,1037,0.4116
377564,966,0.4394
377652,NULL,NULL
377661,NULL,NULL
377670,NULL,NULL
377722,NULL,NULL
377759,NULL,NULL
378105,NULL,NULL
378406,NULL,NULL
378576,NULL,NULL
378886,NULL,NULL
378956,NULL,NULL
379135,NULL,NULL
379621,NULL,NULL
379746,NULL,NULL
379782,NULL,NULL
380067,NULL,NULL
380094,NULL,NULL
380359,NULL,NULL
380368,NULL,NULL
380377,NULL,0.2857
380438,NULL,NULL
380456,NULL,NULL
380465,NULL,0.0089
380474,NULL,NULL
381255,NULL,NULL
381282,NULL,NULL
381325,NULL,NULL
381352,NULL,NULL
381361,NULL,NULL
381370,NULL,NULL
381404,NULL,NULL
381459,NULL,NULL
381486,NULL,NULL
381529,NULL,NULL
381699,NULL,NULL
381705,NULL,NULL
381732,NULL,NULL
381866,NULL,NULL
381909,NULL,0
381945,NULL,NULL
382063,NULL,0.0392
382258,NULL,NULL
382267,NULL,NULL
382276,NULL,NULL
382416,NULL,NULL
382461,NULL,NULL
382504,NULL,NULL
382771,NULL,NULL
382780,NULL,NULL
382896,NULL,NULL
382902,NULL,NULL
382911,NULL,NULL
382957,NULL,NULL
383020,NULL,NULL
383084,NULL,NULL
383163,NULL,NULL
383172,NULL,NULL
383190,NULL,NULL
383251,NULL,NULL
383279,NULL,NULL
383297,NULL,NULL
383312,NULL,NULL
383330,NULL,NULL
383367,NULL,NULL
383400,NULL,NULL
383464,NULL,NULL
383525,NULL,NULL
383765,NULL,NULL
383792,NULL,NULL
383899,NULL,NULL
383950,NULL,NULL
383996,NULL,NULL
384236,NULL,NULL
384245,NULL,NULL
384254,NULL,0.6316
384306,NULL,NULL
384333,NULL,NULL
384342,NULL,NULL
384412,NULL,0.125
384421,NULL,0
385008,NULL,NULL
385132,NULL,NULL
385503,NULL,NULL
385549,NULL,NULL
385619,NULL,0.4498
386153,NULL,NULL
386472,NULL,0
387660,NULL,NULL
387819,NULL,NULL
387925,NULL,NULL
388043,NULL,NULL
388520,NULL,0
388663,NULL,NULL
389727,NULL,NULL
389860,NULL,NULL
390701,NULL,0.3333
390905,NULL,NULL
391005,NULL,NULL
391546,NULL,NULL
391564,NULL,NULL
391759,NULL,NULL
392257,NULL,NULL
392354,NULL,NULL
392415,NULL,NULL
392798,NULL,NULL
392840,1003,0.0351
393180,NULL,NULL
393524,NULL,NULL
393649,NULL,NULL
393861,NULL,NULL
393977,NULL,NULL
395195,NULL,NULL
395362,NULL,NULL
395690,NULL,NULL
397270,NULL,NULL
397942,NULL,NULL
398130,NULL,0.0625
399212,NULL,NULL
399869,NULL,0.6076
399911,1229,0.8271
400080,NULL,NULL
400187,NULL,NULL
401223,NULL,0.6
401250,NULL,NULL
401339,NULL,NULL
401481,NULL,NULL
401764,NULL,NULL
402563,NULL,NULL
402615,NULL,0.087
402776,NULL,0.75
402800,NULL,NULL
402828,NULL,NULL
403414,NULL,NULL
403469,NULL,NULL
403478,NULL,NULL
403487,NULL,NULL
404037,NULL,NULL
404055,NULL,NULL
404222,NULL,NULL
404338,NULL,1
404365,NULL,NULL
404374,NULL,NULL
404383,NULL,NULL
404426,NULL,NULL
404499,NULL,NULL
404505,NULL,NULL
404514,NULL,NULL
404684,NULL,NULL
404718,NULL,NULL
404806,NULL,0
404912,NULL,NULL
404994,NULL,NULL
405012,NULL,NULL
405021,NULL,NULL
405058,NULL,0
405076,NULL,NULL
405748,NULL,NULL
405854,NULL,0
405872,NULL,NULL
405997,NULL,0.023
406024,NULL,NULL
406033,NULL,NULL
406149,NULL,NULL
406200,NULL,NULL
406325,NULL,NULL
406361,NULL,NULL
406413,NULL,NULL
406422,NULL,NULL
406486,NULL,NULL
406495,NULL,NULL
406547,NULL,NULL
407009,1091,0.4962
407054,NULL,NULL
407063,NULL,NULL
407090,NULL,NULL
407142,NULL,NULL
407151,NULL,NULL
407179,NULL,NULL
407285,NULL,0
407319,NULL,NULL
407328,NULL,NULL
407355,NULL,NULL
407391,NULL,NULL
407407,NULL,NULL
407425,NULL,NULL
407434,NULL,NULL
407452,NULL,NULL
407461,NULL,NULL
407470,NULL,NULL
407489,NULL,NULL
407513,NULL,NULL
407522,NULL,NULL
407568,NULL,NULL
407577,NULL,NULL
407595,NULL,NULL
407601,NULL,NULL
407629,NULL,NULL
407683,NULL,NULL
407708,NULL,NULL
407735,NULL,NULL
407832,NULL,NULL
408039,NULL,0.0909
408066,NULL,NULL
408163,NULL,NULL
408312,NULL,NULL
408385,NULL,NULL
408729,NULL,NULL
408844,NULL,0.6667
408862,NULL,NULL
409032,NULL,NULL
409069,NULL,0
409120,NULL,NULL
409193,NULL,NULL
409254,NULL,NULL
409315,NULL,0
409537,NULL,NULL
409591,NULL,NULL
409616,NULL,NULL
409698,NULL,0.214
410070,NULL,NULL
410283,NULL,NULL
410496,NULL,NULL
410502,NULL,0.1858
410520,NULL,NULL
410788,NULL,NULL
410797,NULL,NULL
410964,NULL,NULL
411684,NULL,NULL
411754,NULL,NULL
412003,NULL,NULL
412173,NULL,NULL
412535,NULL,NULL
412544,NULL,NULL
412599,NULL,NULL
413176,NULL,NULL
413343,NULL,NULL
413413,NULL,0
413617,NULL,0
413626,NULL,NULL
413680,NULL,NULL
413778,NULL,NULL
413802,NULL,NULL
413820,NULL,NULL
413839,NULL,NULL
413848,NULL,0
413857,NULL,NULL
413866,NULL,NULL
413884,NULL,NULL
413893,NULL,NULL
413945,NULL,NULL
413972,NULL,NULL
414054,NULL,NULL
414063,NULL,NULL
414124,NULL,NULL
414452,NULL,NULL
414461,NULL,NULL
414489,NULL,NULL
414531,NULL,0
414540,NULL,NULL
414568,NULL,NULL
414586,NULL,0.1875
414595,NULL,NULL
414823,NULL,0.3153
414841,NULL,NULL
414869,NULL,NULL
414878,NULL,0
414911,NULL,NULL
414939,NULL,NULL
414966,NULL,NULL
415039,NULL,NULL
415057,NULL,NULL
415729,NULL,NULL
415987,NULL,NULL
416458,NULL,NULL
416670,NULL,NULL
416801,NULL,NULL
416971,NULL,NULL
416980,NULL,NULL
417008,NULL,NULL
417062,NULL,NULL
417105,NULL,NULL
417123,NULL,NULL
417178,NULL,NULL
417187,NULL,NULL
417248,NULL,NULL
417257,NULL,NULL
417275,NULL,NULL
417318,NULL,NULL
417327,NULL,NULL
417381,NULL,NULL
417406,NULL,NULL
417442,NULL,NULL
417503,NULL,NULL
417549,NULL,NULL
417600,NULL,NULL
417628,NULL,NULL
417637,NULL,NULL
417646,NULL,NULL
417655,NULL,NULL
417673,NULL,NULL
417682,NULL,NULL
417716,NULL,NULL
417725,NULL,NULL
417734,1030,NULL
417752,NULL,0.3333
417789,NULL,NULL
417804,NULL,NULL
417831,NULL,NULL
417840,NULL,NULL
417868,NULL,NULL
417886,NULL,NULL
417910,NULL,NULL
417947,NULL,NULL
417983,NULL,NULL
417992,NULL,NULL
418001,NULL,NULL
418010,NULL,NULL
418029,NULL,NULL
418038,NULL,NULL
418056,NULL,NULL
418065,NULL,NULL
418083,NULL,NULL
418126,NULL,NULL
418171,NULL,NULL
418199,NULL,NULL
418205,NULL,NULL
418223,NULL,NULL
418250,NULL,NULL
418269,NULL,NULL
418278,NULL,NULL
418296,NULL,NULL
418302,NULL,NULL
418320,NULL,NULL
418339,NULL,NULL
418348,NULL,NULL
418357,NULL,NULL
418384,NULL,NULL
418409,NULL,NULL
418427,NULL,NULL
418445,NULL,NULL
418454,NULL,NULL
418481,NULL,NULL
418515,NULL,NULL
418524,NULL,NULL
418533,NULL,NULL
418542,NULL,NULL
418560,NULL,NULL
418588,NULL,NULL
418603,NULL,NULL
418612,NULL,NULL
418658,NULL,NULL
418755,NULL,NULL
418764,NULL,NULL
418773,NULL,NULL
418782,NULL,NULL
418870,NULL,NULL
418889,NULL,NULL
418913,NULL,NULL
418968,NULL,NULL
419031,NULL,NULL
419095,NULL,NULL
419147,NULL,NULL
419156,NULL,NULL
419183,NULL,NULL
419217,NULL,NULL
419226,NULL,NULL
419235,NULL,NULL
419244,NULL,NULL
419253,NULL,NULL
419271,NULL,NULL
419280,NULL,NULL
419314,NULL,NULL
419332,NULL,NULL
419341,NULL,NULL
419411,NULL,NULL
419420,NULL,NULL
419457,NULL,0
419484,NULL,NULL
419633,NULL,NULL
419660,NULL,NULL
419703,NULL,NULL
419712,NULL,NULL
419721,NULL,NULL
420006,NULL,0.125
420024,NULL,NULL
420042,NULL,0
420103,NULL,NULL
420130,NULL,NULL
420200,NULL,NULL
420246,NULL,NULL
420255,NULL,NULL
420307,NULL,0
420316,NULL,0
420325,NULL,0
420343,NULL,NULL
420370,NULL,NULL
420398,NULL,NULL
420404,NULL,NULL
420431,NULL,NULL
420440,NULL,NULL
420459,NULL,NULL
420468,NULL,NULL
420495,NULL,NULL
420538,NULL,NULL
420556,NULL,NULL
420574,1113,0.3147
420608,NULL,NULL
420705,NULL,NULL
420723,NULL,NULL
420866,NULL,0
420981,NULL,NULL
421513,NULL,NULL
421540,NULL,NULL
421559,NULL,NULL
421586,NULL,NULL
421610,NULL,NULL
421665,NULL,NULL
421708,NULL,NULL
421717,NULL,NULL
421771,NULL,NULL
421832,NULL,NULL
421841,NULL,NULL
421878,NULL,NULL
421896,NULL,NULL
422190,NULL,NULL
422695,NULL,NULL
422835,NULL,NULL
423120,NULL,NULL
423397,NULL,NULL
423643,NULL,NULL
423652,NULL,NULL
423980,NULL,NULL
425250,NULL,NULL
425889,NULL,NULL
425986,NULL,NULL
426314,NULL,0.2164
427025,NULL,NULL
427308,NULL,NULL
427335,NULL,NULL
427663,NULL,NULL
427894,NULL,NULL
427919,NULL,NULL
427973,NULL,NULL
427982,NULL,NULL
427991,NULL,NULL
428000,NULL,NULL
428019,NULL,NULL
428055,NULL,NULL
428073,NULL,NULL
428125,NULL,NULL
428143,NULL,NULL
428170,NULL,NULL
428259,NULL,NULL
428268,NULL,1
428286,NULL,0.4
428329,NULL,NULL
428392,NULL,NULL
428444,NULL,0.2522
429012,NULL,NULL
429085,NULL,NULL
429094,NULL,NULL
429100,NULL,NULL
429128,NULL,NULL
429599,NULL,NULL
430087,NULL,0.0625
430096,NULL,NULL
430157,NULL,NULL
430166,NULL,NULL
430184,NULL,0.1429
430218,NULL,NULL
430227,NULL,NULL
430245,NULL,NULL
430254,NULL,NULL
430263,NULL,1
430306,NULL,NULL
430342,NULL,NULL
430351,NULL,NULL
430360,NULL,NULL
430379,NULL,NULL
430388,NULL,NULL
430403,NULL,NULL
430421,NULL,NULL
430485,NULL,NULL
430564,NULL,NULL
430582,NULL,NULL
430591,NULL,NULL
430670,NULL,NULL
430704,NULL,NULL
430795,NULL,NULL
430810,NULL,0.3182
430883,NULL,NULL
430908,NULL,NULL
430935,NULL,NULL
430971,NULL,NULL
431017,NULL,NULL
431071,NULL,NULL
431099,NULL,NULL
431105,NULL,NULL
431123,NULL,NULL
431141,NULL,NULL
431169,NULL,NULL
431187,NULL,NULL
431196,NULL,NULL
431202,NULL,NULL
431266,NULL,NULL
431275,NULL,NULL
431284,NULL,NULL
431309,NULL,NULL
431558,NULL,NULL
431594,NULL,NULL
431600,985,NULL
431691,NULL,NULL
431707,NULL,NULL
431716,NULL,NULL
431770,NULL,NULL
431877,NULL,NULL
431886,NULL,NULL
431929,NULL,NULL
431956,NULL,NULL
431965,NULL,NULL
431983,NULL,0
432074,NULL,NULL
432117,NULL,NULL
432223,NULL,0.0054
432241,NULL,0
432269,NULL,NULL
432302,NULL,NULL
432348,NULL,NULL
432357,NULL,NULL
432384,NULL,NULL
432524,NULL,NULL
432533,NULL,0.2231
433004,NULL,NULL
433013,NULL,NULL
433040,NULL,NULL
433068,NULL,NULL
433101,NULL,NULL
433138,NULL,NULL
433165,NULL,NULL
433174,NULL,NULL
433217,NULL,NULL
433387,NULL,0.0741
433420,NULL,NULL
433466,NULL,NULL
433536,NULL,0.5
433563,NULL,NULL
433660,1081,0.2154
433970,NULL,NULL
434016,NULL,NULL
434052,NULL,NULL
434061,NULL,NULL
434140,NULL,NULL
434159,NULL,NULL
434274,NULL,NULL
434283,NULL,NULL
434308,NULL,NULL
434317,NULL,NULL
434344,NULL,NULL
434362,NULL,NULL
434380,NULL,NULL
434414,NULL,0.2
434432,NULL,NULL
434441,NULL,NULL
434469,NULL,NULL
434496,NULL,NULL
434502,NULL,NULL
434520,NULL,NULL
434539,NULL,NULL
434548,NULL,NULL
434557,NULL,0.3333
434566,NULL,NULL
434575,NULL,NULL
434584,NULL,NULL
434672,NULL,NULL
434690,NULL,NULL
434715,NULL,NULL
434751,NULL,NULL
434812,NULL,NULL
434821,NULL,NULL
434830,NULL,NULL
434900,NULL,NULL
