UNITID,SAT_AVG,C100_4
154341,NULL,NULL
154350,1104,0.6179
154378,NULL,NULL
154396,NULL,NULL
154448,NULL,NULL
154457,NULL,NULL
154466,NULL,NULL
154493,930,0.2961
154518,937,0.2394
154527,1105,0.6493
154536,NULL,NULL
154545,NULL,NULL
154572,NULL,NULL
154590,NULL,0.1637
154642,NULL,NULL
154688,1048,0.4202
154697,NULL,NULL
154712,1129,0.5561
154721,959,0.3432
154749,NULL,0.5326
154767,NULL,NULL
154776,NULL,NULL
154794,NULL,NULL
154800,NULL,NULL
154837,NULL,NULL
154855,NULL,0.3061
154907,NULL,NULL
154925,NULL,NULL
154934,NULL,NULL
154952,NULL,NULL
154998,NULL,NULL
155007,NULL,NULL
155025,1030,0.2182
155052,NULL,NULL
155061,NULL,0.1864
155070,NULL,0.3
155089,1014,0.2857
155098,NULL,NULL
155104,NULL,NULL
155140,850,NULL
155159,NULL,NULL
155177,NULL,NULL
155186,NULL,NULL
155195,NULL,NULL
155201,NULL,NULL
155210,NULL,NULL
155283,NULL,NULL
155292,NULL,NULL
155308,NULL,0
155317,1145,0.3747
155335,1095,0.3161
155353,NULL,NULL
155399,NULL,0.2858
155414,1020,0.3111
155423,NULL,NULL
155441,NULL,NULL
155450,NULL,NULL
155487,NULL,NULL
155496,1025,0.2941
155511,940,0.4118
155520,1015,0.4213
155566,NULL,NULL
155593,NULL,NULL
155618,NULL,NULL
155627,NULL,0.3667
155636,NULL,NULL
155681,NULL,0.2322
155715,NULL,NULL
155812,978,0.3333
155830,NULL,NULL
155858,NULL,NULL
155867,NULL,NULL
155900,999,0.3445
155937,990,0.2692
155973,1007,0.3357
156082,NULL,0.1565
156107,NULL,NULL
156125,1089,0.1829
156134,NULL,NULL
156189,1006,0.1588
156213,1101,0.5333
156222,NULL,NULL
156231,NULL,NULL
156277,NULL,NULL
156286,1120,0.505
156295,1117,0.445
156310,NULL,NULL
156338,NULL,NULL
156356,1003,0.126
156365,986,0.2619
156392,NULL,NULL
156408,1279,0.8283
156417,NULL,0.125
156426,NULL,NULL
156444,NULL,NULL
156471,NULL,NULL
156541,1022,0.2362
156620,1028,0.2359
156648,NULL,NULL
156727,NULL,NULL
156745,1045,0.4921
156754,NULL,NULL
156790,NULL,NULL
156842,NULL,NULL
156851,NULL,NULL
156860,NULL,NULL
156921,NULL,NULL
156967,NULL,NULL
157021,NULL,NULL
157030,990,0.25
157058,931,0.059
157076,1048,0.348
157085,1143,0.3539
157100,977,0.2681
157207,NULL,NULL
157216,NULL,0.1532
157270,NULL,NULL
157289,1159,0.2549
157298,NULL,NULL
157304,NULL,NULL
157331,NULL,NULL
157377,NULL,0.4
157386,1047,0.2025
157401,1069,0.2412
157438,NULL,NULL
157447,1068,0.1576
157456,NULL,NULL
157465,NULL,NULL
157483,NULL,NULL
157508,NULL,NULL
157535,965,0.2171
157553,NULL,NULL
157599,NULL,0
157614,NULL,NULL
157632,948,0.1905
157650,NULL,NULL
157669,NULL,NULL
157678,NULL,NULL
157696,NULL,NULL
157711,NULL,NULL
157739,NULL,NULL
157748,1059,0.2652
157757,970,0.0617
157766,NULL,NULL
157793,NULL,NULL
157809,1016,0.3355
157818,NULL,0.6667
157827,NULL,NULL
157863,970,0.1316
157951,1047,0.2732
158088,NULL,NULL
158158,NULL,NULL
158246,NULL,NULL
158325,NULL,NULL
158334,NULL,NULL
158343,NULL,NULL
158352,NULL,NULL
158431,NULL,NULL
158440,NULL,NULL
158477,1114,0.4604
158538,NULL,NULL
158617,NULL,NULL
158644,NULL,NULL
158662,NULL,NULL
158723,NULL,NULL
158778,NULL,NULL
158787,NULL,NULL
158802,888,0.2586
158884,NULL,NULL
159009,871,0.1945
159027,NULL,NULL
159197,NULL,NULL
159319,NULL,NULL
159328,NULL,NULL
159373,NULL,NULL
159382,950,0.1233
159391,1163,0.3817
159407,NULL,NULL
159416,1029,0.142
159513,NULL,NULL
159522,NULL,NULL
159531,NULL,NULL
159568,969,0.1885
159601,NULL,NULL
159647,1105,0.3162
159656,1134,0.5352
159717,1029,0.2124
159939,1034,0.1474
159948,NULL,0.0152
159966,1030,0.1767
159993,1054,0.1859
160010,NULL,NULL
160029,NULL,NULL
160038,1008,0.2014
160065,NULL,0.1389
160074,1010,0.3333
160117,NULL,NULL
160126,NULL,NULL
160135,NULL,NULL
160199,NULL,NULL
160320,NULL,NULL
160409,NULL,0.3333
160445,NULL,NULL
160472,NULL,NULL
160481,NULL,NULL
160524,NULL,NULL
160579,NULL,NULL
160597,NULL,NULL
160612,1030,0.1448
160621,911,0.0968
160630,803,0.019
160649,NULL,NULL
160658,1069,0.1461
160667,NULL,NULL
160755,1346,0.7247
160904,1050,0.2306
160913,NULL,NULL
160940,NULL,NULL
160959,NULL,0.5921
160977,NULL,0.8252
160995,NULL,NULL
161004,NULL,0.856
161022,1085,NULL
161077,NULL,NULL
161086,1363,0.9061
161138,NULL,NULL
161192,NULL,NULL
161208,NULL,NULL
161217,NULL,0.0517
161226,NULL,0.4312
161235,885,0.2041
161244,NULL,0.16
161253,1090,0.3325
161299,1050,0.4301
161341,NULL,0.2194
161457,1070,0.6042
161484,NULL,NULL
161493,NULL,NULL
161509,NULL,0.6377
161518,989,0.4457
161527,NULL,NULL
161545,NULL,NULL
161554,984,0.1299
161563,NULL,0.3351
161572,NULL,0.4615
161581,NULL,NULL
161615,NULL,NULL
161651,NULL,NULL
161688,NULL,NULL
161767,NULL,NULL
161776,NULL,NULL
161800,NULL,NULL
161855,NULL,NULL
161864,NULL,NULL
161873,972,0.0977
162007,883,0.1118
162061,1023,0.1515
162104,NULL,NULL
162122,NULL,NULL
162168,NULL,NULL
162210,821,0.15
162283,888,0.0536
162335,NULL,NULL
162371,NULL,NULL
162557,NULL,NULL
162584,955,0.2111
162609,NULL,NULL
162654,NULL,0.5704
162681,NULL,0
162690,NULL,NULL
162706,NULL,NULL
162760,NULL,0.5418
162779,NULL,NULL
162830,NULL,NULL
162928,1453,0.869
162982,NULL,NULL
163028,NULL,NULL
163046,NULL,0.7645
163107,NULL,NULL
163204,NULL,0.0357
163259,NULL,NULL
163268,1209,0.3771
163286,1315,0.695
163295,1140,0.6718
163338,834,0.1393
163347,NULL,NULL
163408,NULL,NULL
163426,NULL,NULL
163453,878,0.096
163462,1013,0.6422
163532,NULL,0.2553
163541,NULL,NULL
163578,1087,0.4369
163657,NULL,NULL
163736,NULL,NULL
163754,NULL,NULL
163815,NULL,NULL
163851,NULL,0.4533
163912,1145,0.6728
163976,NULL,0.6306
164058,NULL,NULL
164076,1081,0.4493
164085,NULL,NULL
164155,1280,0.8591
164173,1006,0.4215
164216,NULL,0.7116
164270,1074,0.6333
164313,NULL,NULL
164368,NULL,NULL
164438,NULL,0.3636
164447,887,0.2486
164465,1451,0.8817
164474,NULL,NULL
164492,NULL,0.2547
164535,NULL,NULL
164562,NULL,0.7049
164580,1317,0.8394
164599,NULL,NULL
164614,943,0.4667
164632,NULL,0.4974
164641,NULL,0.2174
164678,NULL,NULL
164720,1009,0.1703
164739,1244,0.8321
164748,NULL,0.4545
164775,NULL,NULL
164845,NULL,NULL
164872,NULL,0
164915,NULL,NULL
164924,1380,0.8887
164933,NULL,0.5364
164988,1303,0.7956
165015,1360,0.8013
165024,996,0.2891
165033,NULL,NULL
165060,NULL,NULL
165112,NULL,NULL
165167,NULL,0.3846
165194,NULL,NULL
165255,NULL,NULL
165264,NULL,1
165334,NULL,0.7701
165495,NULL,NULL
165529,941,0.3804
165556,NULL,NULL
165574,NULL,0.5238
165608,NULL,NULL
165635,NULL,NULL
165644,978,0.3757
165662,1211,0.7762
165671,NULL,0.5556
165699,NULL,0.6661
165705,NULL,NULL
165750,NULL,NULL
165802,NULL,0.1
165820,993,0.2778
165866,975,0.363
165884,NULL,NULL
165936,1112,0.6115
165945,NULL,NULL
165981,NULL,NULL
166009,NULL,NULL
166018,NULL,0.573
166027,1497,0.8574
166045,NULL,NULL
166054,NULL,0.4091
166124,NULL,0.8928
166133,NULL,NULL
166294,NULL,NULL
166319,NULL,NULL
166328,NULL,NULL
166391,966,0.4626
166407,NULL,NULL
166452,1066,0.413
166489,NULL,NULL
166498,NULL,NULL
166513,1197,0.3102
166586,NULL,NULL
166595,NULL,NULL
166629,1226,0.6573
166638,1055,0.1652
166647,NULL,NULL
166656,1070,0.469
166674,1086,0.5223
166683,1507,0.8199
166692,1065,0.6284
166708,NULL,NULL
166717,NULL,NULL
166805,NULL,NULL
166823,NULL,NULL
166850,NULL,0.6477
166869,NULL,NULL
166887,NULL,NULL
166911,NULL,0.4297
166939,NULL,0.7839
166948,906,0.3097
166957,NULL,NULL
166975,NULL,NULL
166984,NULL,0.3421
167039,NULL,NULL
167057,NULL,0.6574
167093,NULL,NULL
167181,NULL,NULL
167215,NULL,NULL
167224,NULL,NULL
167251,NULL,0.309
167260,NULL,0.3966
167288,1016,0.3429
167297,NULL,NULL
167312,NULL,NULL
167321,NULL,0.2723
167358,1435,0
167376,NULL,NULL
167394,976,0.5238
167455,775,0.2286
167464,NULL,NULL
167525,NULL,NULL
167534,NULL,NULL
167598,NULL,0.3882
167631,NULL,NULL
167677,NULL,NULL
167729,NULL,0.2724
167738,NULL,NULL
167783,1163,0.6667
167792,NULL,NULL
167835,NULL,0.815
167871,NULL,NULL
167899,1042,0.6263
167905,NULL,NULL
167987,1025,0.2775
167996,NULL,0.8258
168005,1024,0.409
168032,NULL,NULL
168148,1424,0.8763
168218,1369,0.8637
168227,1104,0.4871
168254,1080,0.4714
168263,1001,0.4717
168281,NULL,0.7612
168290,944,0.5585
168342,1442,0.8826
168421,NULL,0.7636
168430,1020,0.3247
168528,1008,0.3634
168546,1104,0.5553
168555,NULL,NULL
168573,NULL,NULL
168591,1110,0.4895
168607,NULL,NULL
168740,1091,0.2649
168786,1090,0.393
168847,NULL,0.0356
168883,NULL,NULL
168892,NULL,NULL
169071,NULL,NULL
169080,1202,0.5726
169099,NULL,NULL
169187,NULL,NULL
169220,NULL,NULL
169248,1049,0.2278
169275,NULL,NULL
169284,NULL,NULL
169327,950,0.3846
169363,990,0.2188
169424,NULL,NULL
169442,1070,0.3167
169479,NULL,0.2888
169503,NULL,NULL
169521,NULL,NULL
169576,NULL,NULL
169628,NULL,NULL
169655,NULL,NULL
169716,1122,0.4186
169734,NULL,NULL
169761,NULL,NULL
169798,1029,0.1311
169910,1009,0.2091
169947,NULL,NULL
169974,NULL,NULL
169983,1204,0.0731
169992,NULL,NULL
170000,NULL,0.3333
170037,1033,0.4349
170055,NULL,NULL
170082,1090,0.3668
170091,NULL,0
170240,NULL,NULL
170286,1301,0.6402
170301,1205,0.6413
170417,NULL,NULL
170444,NULL,NULL
170532,NULL,0.7686
170541,NULL,NULL
170550,NULL,NULL
170587,NULL,NULL
170611,NULL,NULL
170620,NULL,NULL
170639,1027,0.1729
170657,NULL,NULL
170675,1156,0.3105
170736,NULL,NULL
170790,NULL,NULL
170806,1030,0.2865
170842,780,0.0685
170967,949,0.1825
170976,1384,0.7481
171012,NULL,NULL
171100,1159,0.5071
171128,1207,0.2253
171137,1105,0.1648
171146,992,0.108
171155,NULL,NULL
171225,NULL,NULL
171234,NULL,NULL
171261,NULL,NULL
171304,NULL,NULL
171322,NULL,NULL
171395,NULL,NULL
171456,1011,0.2153
171465,NULL,NULL
171483,NULL,NULL
171492,1026,0.4201
171535,NULL,NULL
171571,1070,0.1567
171599,931,0.2636
171775,NULL,NULL
171881,1010,0.4925
171988,NULL,NULL
171997,NULL,NULL
172015,NULL,NULL
172033,NULL,0
172051,1030,0.1024
172200,NULL,NULL
172264,1027,0.2146
172291,NULL,NULL
172307,NULL,NULL
172325,NULL,NULL
172334,1073,0.357
172422,NULL,NULL
172440,886,0.1683
172477,NULL,NULL
172495,NULL,NULL
172608,NULL,NULL
172617,NULL,NULL
172635,NULL,NULL
172644,1070,0.1063
172671,NULL,NULL
172680,NULL,NULL
172699,1030,0.2271
172705,NULL,NULL
172802,NULL,NULL
172866,NULL,0.5
172918,NULL,NULL
172927,NULL,NULL
172954,NULL,NULL
172963,NULL,NULL
173045,1032,0.4267
173063,NULL,NULL
173115,NULL,NULL
173124,1010,0.277
173142,1074,0.3916
173160,1127,0.6296
173179,NULL,NULL
173203,NULL,NULL
173258,1400,0.9091
173300,NULL,0.6331
173328,NULL,0.306
173416,NULL,NULL
173452,1145,0.5
173461,NULL,NULL
173470,NULL,NULL
173489,NULL,0
173559,NULL,NULL
173629,NULL,0.2105
173638,NULL,NULL
173647,NULL,0.8101
173665,1127,0.5338
173683,NULL,NULL
173708,NULL,NULL
173726,NULL,NULL
173735,NULL,NULL
173744,NULL,NULL
173799,NULL,NULL
173805,NULL,NULL
173887,NULL,0.2418
173896,NULL,NULL
173902,1358,0.8528
173911,NULL,NULL
173920,1030,0.2187
173939,NULL,NULL
173957,NULL,NULL
173966,NULL,NULL
173984,NULL,0.1429
173993,NULL,NULL
174020,NULL,0.0854
174066,1288,0.5925
174075,1026,0.3158
174118,NULL,NULL
174127,1096,0.5741
174136,NULL,NULL
174154,NULL,0.3333
174190,NULL,NULL
174206,NULL,0.2414
174233,1109,0.3502
174251,1146,0.5099
174279,NULL,0
174321,NULL,NULL
174358,1049,0.2287
174376,NULL,NULL
174385,NULL,0
174394,NULL,0.3034
174428,NULL,NULL
174437,1024,0.3019
174473,NULL,NULL
174491,1102,0.5381
174507,NULL,NULL
174525,930,0.2857
174534,NULL,NULL
174570,NULL,NULL
174604,NULL,NULL
174738,NULL,NULL
174747,1118,0.7677
174756,NULL,NULL
174765,NULL,NULL
174783,1030,0.1782
174792,1148,0.6573
174817,1046,0.5121
174844,1282,0.838
174862,1019,0.4444
174899,1067,0.6241
174914,1202,0.6015
174978,NULL,NULL
175005,1032,0.4019
175014,NULL,0.1053
175041,NULL,NULL
175078,1008,0.2171
175120,NULL,NULL
175139,NULL,NULL
175157,NULL,NULL
175227,NULL,0.75
175236,NULL,NULL
175263,NULL,NULL
175272,1050,0.3164
175281,NULL,NULL
175315,NULL,NULL
175342,871,0.167
175421,NULL,0.3454
175430,990,0.4795
175494,NULL,NULL
175519,NULL,NULL
175528,NULL,NULL
175573,NULL,NULL
175607,NULL,NULL
175616,970,0.1689
175643,NULL,NULL
175652,NULL,NULL
175698,NULL,NULL
175722,NULL,NULL
175786,NULL,NULL
175810,NULL,NULL
175829,NULL,NULL
175856,910,0.1867
175883,NULL,NULL
175935,NULL,NULL
175980,1163,0.5907
176008,NULL,NULL
176017,1118,0.391
176035,1012,0.2718
176044,850,0.1041
176053,1106,0.3987
176062,NULL,NULL
176071,NULL,NULL
176080,1140,0.3085
176169,NULL,NULL
176178,NULL,NULL
176239,NULL,NULL
176318,780,0.2232
176336,NULL,0.0667
176354,NULL,NULL
176372,1049,0.2678
176390,NULL,NULL
176406,844,0.2468
176451,NULL,NULL
176479,1071,0.4013
176600,NULL,NULL
176619,NULL,NULL
176628,986,0.3051
176637,NULL,NULL
176664,NULL,0.1111
176716,NULL,NULL
176770,NULL,0.4
176789,1010,0.3182
176798,NULL,NULL
176910,985,0.1486
176947,1043,0.4077
176965,1010,0.3058
176983,NULL,NULL
176992,NULL,NULL
177038,910,0
177056,NULL,NULL
177065,NULL,0.2993
177083,1145,0.3333
177092,NULL,NULL
177117,1049,NULL
177126,NULL,NULL
177135,NULL,NULL
177144,968,0.4422
177214,1185,0.2966
177250,NULL,NULL
177278,NULL,NULL
177287,NULL,NULL
177302,NULL,NULL
177339,1064,0.3805
177418,1050,0.3757
177436,NULL,NULL
177472,NULL,NULL
177542,NULL,0.3988
177551,NULL,0.018
177579,NULL,NULL
177588,NULL,NULL
177603,NULL,NULL
177676,NULL,NULL
177685,NULL,NULL
177719,NULL,NULL
177746,1073,0.6011
177816,NULL,0.6957
177834,NULL,NULL
177870,NULL,NULL
177931,NULL,NULL
177940,NULL,0.0842
177968,1043,0.2808
177977,NULL,NULL
177986,NULL,NULL
177995,NULL,NULL
178004,NULL,NULL
178059,1145,0.5588
178077,NULL,NULL
178110,NULL,NULL
178183,NULL,NULL
178208,983,0
178217,NULL,NULL
178244,961,0.2512
178262,NULL,NULL
178305,NULL,0.5682
178314,NULL,NULL
178341,1030,0.153
178369,NULL,0.1359
178387,NULL,0.1271
178396,1203,0.4601
178402,1130,0.2288
178411,1261,0.2393
178420,1105,0.2206
178448,NULL,NULL
178466,NULL,NULL
178484,NULL,NULL
178518,NULL,NULL
178527,NULL,NULL
178615,1246,0.5527
178624,1047,0.2579
178679,NULL,0.1538
178697,1069,0.6311
178721,NULL,0.0776
178767,NULL,0.3571
178828,NULL,NULL
178891,NULL,0.4444
178989,NULL,NULL
179043,1162,0.6019
179052,NULL,NULL
179070,NULL,NULL
179159,1257,0.5986
179195,NULL,NULL
179229,NULL,NULL
179238,NULL,NULL
179256,990,0.3103
179265,1198,0
179308,NULL,NULL
179317,NULL,NULL
179326,1058,0.3518
179344,NULL,NULL
179450,NULL,NULL
179511,NULL,NULL
179539,NULL,NULL
179548,1036,0.2714
179557,1050,0.2774
179566,1090,0.2926
179645,NULL,NULL
179715,NULL,NULL
179812,NULL,NULL
179867,1469,0.8643
179894,1109,0.4506
179919,NULL,NULL
179946,1084,0.4791
179955,1160,0.5567
179964,1035,0.4057
179991,NULL,NULL
180054,NULL,NULL
180063,NULL,NULL
180081,NULL,NULL
180090,NULL,NULL
180106,1110,0.4967
180151,NULL,NULL
180160,NULL,NULL
180179,NULL,0.1074
180197,NULL,NULL
180203,NULL,NULL
180212,NULL,NULL
180249,NULL,NULL
180258,NULL,0.2482
180276,NULL,NULL
180328,NULL,NULL
180373,NULL,NULL
180391,NULL,NULL
180416,1145,0.1279
180461,1131,0.2156
180489,1090,0.2444
180522,892,0.1288
180595,1037,0.3017
180647,NULL,0.1667
180692,NULL,0.109
180771,NULL,NULL
180814,NULL,0
180832,1050,0.6667
180878,1090,0.1739
180902,NULL,NULL
180948,NULL,0.1946
180957,NULL,NULL
180984,1076,0.4063
181002,1196,0.6746
181020,1064,0.5663
181093,1003,0.3478
181127,1055,0.4552
181145,NULL,NULL
181190,NULL,NULL
181215,1049,0.2372
181242,NULL,NULL
181297,1110,0.7143
181303,NULL,NULL
181312,NULL,NULL
181330,962,0.4087
181376,NULL,0.2632
181394,1050,0.1591
181400,NULL,NULL
181419,NULL,NULL
181428,NULL,NULL
181446,1121,0.5115
181464,1145,0.3299
181491,NULL,NULL
181534,NULL,0.1542
181543,1010,0.5
181604,NULL,0.233
181640,NULL,NULL
181738,1050,0.243
181756,NULL,NULL
181765,NULL,NULL
181783,NULL,0.2383
181792,NULL,NULL
181817,NULL,NULL
181853,950,0.3362
181880,NULL,NULL
181941,NULL,NULL
182005,NULL,NULL
182111,NULL,0.1364
182148,NULL,NULL
182281,1007,0.1292
182290,1084,0.2199
182306,NULL,0.0208
182458,1012,0.2727
182500,NULL,NULL
182564,NULL,NULL
182634,NULL,0.4398
182652,NULL,NULL
182661,NULL,0.3114
182670,1437,0.8591
182704,NULL,NULL
182722,NULL,NULL
182795,943,0.3557
182829,NULL,NULL
182865,NULL,0.0625
182892,NULL,NULL
182917,NULL,0.6429
182953,NULL,NULL
182980,NULL,0.2808
182999,NULL,NULL
183026,NULL,0.4988
183035,NULL,NULL
183044,1109,0.6336
183062,991,0.526
183071,1065,0.375
183080,NULL,0.4428
183099,NULL,NULL
183105,NULL,NULL
183114,NULL,NULL
183123,NULL,NULL
183132,NULL,NULL
183141,NULL,NULL
183150,NULL,NULL
183202,NULL,NULL
183211,NULL,0.4
183239,NULL,0.7045
183248,NULL,NULL
183257,NULL,0.2308
183275,NULL,0.7222
183488,NULL,NULL
183600,NULL,NULL
183655,NULL,NULL
183725,NULL,NULL
183743,NULL,NULL
183789,NULL,0.1696
183804,NULL,NULL
183822,855,0.0729
183859,NULL,NULL
183877,NULL,NULL
183910,969,0.3125
183938,NULL,NULL
183974,929,0.5778
183983,NULL,NULL
184047,NULL,NULL
184056,NULL,NULL
184092,NULL,NULL
184153,NULL,NULL
184180,NULL,NULL
184205,NULL,NULL
184278,NULL,NULL
184348,NULL,0.6277
184357,NULL,NULL
184427,NULL,NULL
184481,NULL,NULL
184506,NULL,NULL
184603,995,0.3528
184612,878,0.1833
184694,1034,0.3882
184746,NULL,NULL
184773,945,0.3665
184782,1065,0.4269
184791,NULL,NULL
184816,NULL,NULL
184870,NULL,NULL
184959,NULL,NULL
184968,NULL,NULL
184995,NULL,NULL
185129,865,0.0505
185174,NULL,NULL
185262,928,0.2083
185332,NULL,NULL
185396,NULL,NULL
185466,NULL,NULL
185509,NULL,NULL
185536,NULL,NULL
185572,1037,0.505
185590,NULL,0.3605
185624,NULL,NULL
185651,NULL,NULL
185679,NULL,NULL
185721,NULL,NULL
185730,NULL,NULL
185758,NULL,NULL
185767,NULL,NULL
185828,1205,0.2358
185873,NULL,NULL
185970,NULL,NULL
186016,NULL,NULL
186034,NULL,NULL
186052,NULL,NULL
186122,NULL,NULL
186131,1490,0.8975
186186,NULL,0
186201,1090,0.5991
186274,NULL,NULL
186283,1014,0.5424
186335,NULL,NULL
186371,1020,0.2611
186380,1225,0.5838
186399,1030,0.3322
186405,NULL,NULL
186423,NULL,NULL
186432,918,0.364
186469,NULL,NULL
186584,1145,0.5071
186593,NULL,NULL
186618,806,0.3764
186645,NULL,NULL
186867,1340,0.382
186876,1074,0.5306
186900,NULL,0
187000,NULL,NULL
187046,NULL,NULL
187134,1227,0.7155
187161,NULL,NULL
187198,NULL,NULL
187444,990,0.1979
187505,NULL,NULL
187532,NULL,NULL
187596,NULL,NULL
187602,NULL,NULL
187620,NULL,NULL
187639,NULL,NULL
187648,947,0.1563
187666,NULL,NULL
187745,NULL,0.0667
187897,NULL,0.0607
187903,NULL,NULL
187912,970,NULL
187958,NULL,NULL
187967,1191,0.2
187976,NULL,NULL
187985,1040,0.1543
187994,NULL,NULL
188003,NULL,NULL
188021,NULL,NULL
188030,983,0.1341
188049,NULL,NULL
188058,NULL,0
188100,NULL,NULL
188137,NULL,NULL
188146,NULL,NULL
188182,NULL,0
188207,NULL,NULL
188216,NULL,NULL
188225,NULL,NULL
188261,NULL,NULL
188289,NULL,NULL
188304,NULL,0.0417
188340,NULL,0.2778
188429,1094,0.5472
188438,NULL,NULL
188465,NULL,0.037
188517,NULL,NULL
188526,1176,0.7143
188535,NULL,NULL
188580,NULL,NULL
188641,1057,0.4387
188650,NULL,NULL
188669,NULL,NULL
188678,NULL,NULL
188687,NULL,NULL
188696,NULL,NULL
188854,NULL,0.5342
188890,NULL,NULL
188915,NULL,NULL
188942,NULL,NULL
188988,NULL,NULL
189015,NULL,NULL
189088,NULL,0.6873
189097,1357,0.8458
189219,NULL,NULL
189228,NULL,0.1838
189264,NULL,0
189273,NULL,0
189282,NULL,NULL
189404,NULL,NULL
189413,NULL,0.0896
189422,NULL,NULL
189459,NULL,0.1806
189468,NULL,NULL
189477,NULL,NULL
189501,NULL,NULL
189547,NULL,NULL
189556,NULL,NULL
189565,NULL,NULL
189574,NULL,NULL
189583,NULL,NULL
189592,NULL,NULL
189705,1078,0.5969
189714,NULL,NULL
189811,NULL,NULL
189839,NULL,NULL
189848,NULL,0.5478
189857,NULL,0
189954,NULL,NULL
189981,NULL,NULL
189990,NULL,NULL
190008,NULL,NULL
190044,1198,0.5233
190053,NULL,NULL
190071,NULL,NULL
190080,NULL,NULL
190099,1374,0.8587
190114,NULL,0.35
190150,1473,0.8799
190169,NULL,NULL
190239,NULL,NULL
190248,895,0.2673
190293,NULL,NULL
190309,NULL,NULL
190318,NULL,NULL
190372,NULL,0.6244
190415,1428,0.8639
190424,NULL,NULL
190442,NULL,NULL
190451,NULL,NULL
190503,NULL,NULL
190512,1230,0.4182
190521,NULL,NULL
190530,NULL,NULL
190549,1115,0.2342
190558,NULL,0.1913
190567,1125,0.1112
190576,NULL,NULL
190585,NULL,NULL
190594,1165,0.2456
190600,975,0.191
190619,NULL,NULL
190628,NULL,NULL
190637,1025,0.1472
190646,NULL,0.0667
190655,NULL,0.1193
190664,1110,0.2809
190673,NULL,NULL
190682,NULL,NULL
190691,885,0.049
190707,NULL,NULL
190716,1036,0.2327
190725,NULL,0.2575
190752,NULL,0.3529
190761,879,0.2567
190770,NULL,0.2103
190840,NULL,NULL
190956,NULL,NULL
190974,NULL,NULL
190983,NULL,0.5155
191083,NULL,NULL
191126,NULL,NULL
191199,NULL,NULL
191205,NULL,0.2203
191241,1273,0.7499
191287,NULL,NULL
191302,NULL,NULL
191311,NULL,NULL
191320,NULL,NULL
191339,NULL,NULL
191409,NULL,NULL
191515,NULL,0.8734
191533,NULL,0.5025
191597,NULL,NULL
191612,NULL,NULL
191621,NULL,0.396
191630,NULL,0.7633
191649,NULL,0.4858
191676,1110,0.6596
191719,NULL,NULL
191728,NULL,NULL
191834,NULL,NULL
191931,1005,0.5657
191940,NULL,NULL
191959,NULL,NULL
191968,NULL,0.6868
191986,NULL,NULL
192004,NULL,NULL
192022,NULL,NULL
192040,1363,0.375
192110,NULL,0.8824
192156,NULL,NULL
192165,NULL,0
192192,NULL,0.2244
192271,962,0.4711
192323,1073,0.5686
192439,NULL,0.1051
192448,1010,0.2721
192484,NULL,NULL
192509,NULL,NULL
192554,NULL,NULL
192563,NULL,NULL
192624,NULL,0
192688,NULL,NULL
192703,1097,0.5945
192712,NULL,0.725
192749,NULL,0.5102
192785,NULL,NULL
192800,NULL,NULL
192819,NULL,0.6801
192864,1038,0.3429
192925,868,0.3291
192961,NULL,NULL
192970,NULL,NULL
193016,NULL,0.1856
193052,NULL,0
193061,NULL,0
193070,NULL,0
193122,NULL,NULL
193186,NULL,NULL
193201,NULL,NULL
193247,NULL,0.0185
193265,NULL,NULL
193283,NULL,NULL
193292,1067,0.4701
193308,NULL,0.5437
193326,NULL,NULL
193353,982,0.4578
193399,906,0.3359
193405,NULL,NULL
193478,NULL,NULL
193584,NULL,0.6415
193609,NULL,NULL
193645,948,0.1623
193654,NULL,0.4837
193672,NULL,NULL
193751,NULL,NULL
193760,NULL,NULL
193821,NULL,NULL
193830,NULL,NULL
193858,NULL,NULL
193894,NULL,NULL
193900,1360,0.8057
193946,NULL,NULL
193973,1037,0.5633
193991,NULL,NULL
194028,NULL,NULL
194073,NULL,NULL
194091,1074,0.2478
194116,1065,0
194161,901,0.3269
194189,NULL,0
194222,NULL,NULL
194240,NULL,NULL
194259,NULL,NULL
194310,1060,0.3686
194392,NULL,0.3246
194435,NULL,NULL
194499,NULL,NULL
194569,NULL,0.2
194578,1085,0.4334
194611,NULL,NULL
194657,NULL,0
194666,NULL,0
194675,NULL,0
194693,NULL,0
194736,NULL,NULL
194763,NULL,0.1786
194824,1368,0.6283
194879,NULL,NULL
194958,1067,0.3668
195003,1251,0.3366
195030,NULL,0.7448
195049,NULL,NULL
195058,NULL,NULL
195067,NULL,NULL
195128,NULL,0.4979
195155,NULL,NULL
195164,1066,0.5419
195173,909,0.2897
195191,NULL,NULL
195216,NULL,0.8221
195234,NULL,0.4648
195243,942,0.3584
195289,NULL,NULL
195304,NULL,0.7205
195322,NULL,NULL
195438,NULL,0
195474,NULL,0.719
195526,1239,0.8281
195544,1010,0.5343
195580,NULL,NULL
195623,NULL,NULL
195702,NULL,NULL
195720,1087,0.6111
195784,NULL,NULL
195809,1080,0.4089
195845,NULL,NULL
195933,NULL,NULL
195988,NULL,NULL
196006,1016,0.5267
196015,NULL,0.2766
196024,NULL,0.2097
196033,882,0.3036
196042,994,0.3013
196051,854,0.1915
196060,1091,0.5892
196079,1305,0.694
196088,1173,0.5539
196097,1271,0.4748
196103,1215,0.5866
196112,1141,0.3153
196121,1032,0.4757
196130,901,0.2472
196149,NULL,0.5326
196158,1050,0.4746
196167,1206,0.6882
